iter	Passed	Remaining
481	5328	49946
482	5337	49913
483	5345	49876
484	5353	49840
485	5361	49801
486	5370	49768
487	5379	49736
488	5388	49706
489	5397	49675
490	5414	49727
491	5424	49699
492	5446	49792
493	5455	49761
494	5463	49725
495	5475	49717
496	5483	49681
497	5492	49653
498	5500	49618
499	5509	49588
500	5526	49625
501	5548	49715
502	5557	49686
503	5566	49654
504	5585	49713
505	5596	49708
506	5606	49683
507	5615	49651
508	5624	49624
509	5633	49598
510	5642	49566
511	5658	49600
512	5679	49673
513	5688	49649
514	5697	49613
515	5706	49586
516	5727	49665
517	5736	49635
518	5744	49600
519	5758	49612
520	5787	49756
521	5807	49816
522	5815	49783
523	5824	49755
524	5833	49719
525	5841	49688
526	5852	49674
527	5860	49639
528	5869	49609
529	5878	49575
530	5886	49545
531	5895	49511
532	5903	49480
533	5912	49445
534	5920	49415
535	5942	49494
536	5960	49537
537	5969	49506
538	5978	49478
539	5990	49476
540	6010	49540
541	6019	49510
542	6053	49688
543	6070	49726
544	6086	49756
545	6095	49722
546	6121	49834
547	6130	49802
548	6149	49856
549	6158	49827
550	6183	49927
551	6200	49965
552	6209	49937
553	6218	49906
554	6229	49893
555	6238	49864
556	6246	49829
557	6270	49915
558	6278	49882
559	6288	49855
560	6307	49912
561	6316	49879
562	6325	49850
563	6334	49819
564	6342	49789
565	6351	49758
566	6360	49724
567	6386	49831
568	6394	49798
569	6403	49769
570	6412	49737
571	6443	49879
572	6461	49918
573	6470	49889
574	6483	49891
575	6498	49914
576	6514	49936
577	6523	49905
578	6531	49874
579	6540	49845
580	6549	49811
581	6558	49784
582	6576	49824
583	6592	49848
584	6603	49835
585	6624	49900
586	6633	49868
587	6642	49841
588	6651	49813
589	6660	49781
590	6671	49769
591	6687	49795
592	6703	49816
593	6711	49786
594	6723	49776
595	6744	49835
596	6775	49969
597	6784	49941
598	6794	49922
599	6804	49899
600	6827	49976
601	6837	49955
602	6846	49922
603	6855	49898
604	6864	49865
605	6875	49851
606	6888	49856
607	6905	49885
608	6914	49856
609	6926	49845
610	6936	49825
611	6944	49795
612	6955	49776
613	6979	49853
614	6988	49830
615	6997	49799
616	7006	49772
617	7015	49742
618	7031	49765
619	7046	49780
620	7055	49752
621	7063	49720
622	7079	49738
623	7091	49734
624	7100	49704
625	7124	49780
626	7132	49746
627	7141	49719
628	7150	49690
629	7161	49676
630	7170	49648
631	7179	49618
632	7189	49599
633	7198	49569
634	7208	49552
635	7219	49537
636	7228	49506
637	7237	49484
638	7250	49484
639	7259	49453
640	7274	49468
641	7283	49440
642	7293	49419
643	7302	49390
644	7313	49377
645	7324	49365
646	7355	49488
647	7364	49457
648	7373	49430
649	7381	49399
650	7390	49372
651	7398	49340
652	7408	49315
653	7416	49286
654	7427	49268
655	7437	49249
656	7445	49217
657	7454	49192
658	7478	49262
659	7487	49234
660	7496	49206
661	7527	49323
662	7536	49301
663	7545	49272
664	7554	49245
665	7563	49216
666	7574	49204
667	7583	49176
668	7595	49174
669	7605	49151
670	7613	49120
671	7623	49095
672	7631	49066
673	7641	49043
674	7649	49014
675	7658	48985
676	7666	48957
677	7675	48927
678	7684	48902
679	7692	48872
680	7701	48845
681	7710	48816
682	7719	48793
683	7730	48778
684	7739	48751
685	7747	48722
686	7756	48696
687	7765	48670
688	7773	48640
689	7782	48612
690	7799	48639
691	7808	48610
692	7829	48659
693	7838	48632
694	7859	48685
695	7877	48716
696	7886	48690
697	7895	48661
698	7917	48718
699	7928	48701
700	7937	48676
701	7945	48646
702	7956	48632
703	7972	48649
704	7980	48621
705	7989	48595
706	7999	48571
707	8007	48541
708	8017	48522
709	8025	48494
710	8049	48559
711	8060	48541
712	8069	48516
713	8083	48524
714	8097	48525
715	8107	48510
716	8116	48483
717	8125	48457
718	8134	48432
719	8143	48411
720	8152	48385
721	8176	48445
722	8185	48420
723	8206	48468
724	8216	48451
725	8225	48423
726	8234	48399
727	8243	48372
728	8252	48347
729	8260	48318
730	8279	48350
731	8288	48326
732	8296	48298
733	8305	48273
734	8315	48254
735	8340	48318
736	8348	48291
737	8357	48263
738	8365	48237
739	8375	48213
740	8383	48186
741	8392	48158
742	8401	48133
743	8409	48106
744	8418	48081
745	8427	48054
746	8436	48032
747	8456	48068
748	8466	48053
749	8474	48024
750	8484	48002
751	8492	47974
752	8501	47950
753	8510	47923
754	8519	47898
755	8527	47870
756	8551	47930
757	8563	47923
758	8572	47898
759	8581	47873
760	8589	47845
761	8598	47820
762	8610	47814
763	8619	47791
764	8628	47767
765	8643	47775
766	8660	47795
767	8669	47771
768	8677	47744
769	8686	47721
770	8722	47844
771	8732	47823
772	8740	47795
773	8749	47770
774	8757	47743
775	8766	47720
776	8775	47693
777	8784	47669
778	8792	47642
779	8802	47621
780	8826	47679
781	8836	47660
782	8844	47633
783	8853	47607
784	8861	47581
785	8870	47556
786	8879	47534
787	8888	47510
788	8897	47485
789	8912	47495
790	8921	47473
791	8937	47484
792	8958	47524
793	8967	47500
794	8975	47474
795	8984	47449
796	8994	47431
797	9008	47433
798	9017	47410
799	9025	47384
800	9038	47380
801	9047	47356
802	9055	47330
803	9064	47306
804	9072	47279
805	9082	47261
806	9100	47285
807	9117	47303
808	9142	47361
809	9151	47338
810	9163	47330
811	9171	47304
812	9194	47354
813	9203	47330
814	9212	47304
815	9236	47360
816	9245	47335
817	9254	47313
818	9263	47290
819	9272	47265
820	9289	47286
821	9298	47262
822	9307	47236
823	9320	47235
824	9329	47210
825	9337	47187
826	9346	47163
827	9355	47136
828	9363	47111
829	9371	47085
830	9380	47061
831	9389	47037
832	9398	47014
833	9407	46990
834	9431	47043
835	9446	47052
836	9455	47026
837	9478	47075
838	9492	47076
839	9501	47055
840	9510	47034
841	9519	47010
842	9527	46984
843	9539	46975
844	9548	46951
845	9556	46924
846	9566	46903
847	9576	46890
848	9588	46878
849	9598	46864
850	9618	46892
851	9626	46867
852	9635	46846
853	9644	46822
854	9681	46937
855	9690	46910
856	9698	46887
857	9707	46861
858	9716	46840
859	9726	46821
860	9734	46797
861	9770	46903
862	9790	46933
863	9808	46953
864	9822	46953
865	9848	47013
866	9856	46987
867	9865	46965
868	9874	46939
869	9899	46992
870	9907	46968
871	9916	46945
872	9925	46920
873	9934	46897
874	9942	46873
875	9965	46913
876	9980	46922
877	9989	46897
878	9998	46875
879	10011	46870
880	10035	46920
881	10046	46906
882	10058	46896
883	10067	46873
884	10075	46848
885	10084	46824
886	10092	46797
887	10101	46776
888	10109	46751
889	10120	46734
890	10128	46711
891	10138	46689
892	10147	46668
893	10155	46643
894	10168	46639
895	10177	46616
896	10188	46605
897	10214	46657
898	10222	46632
899	10231	46610
900	10248	46624
901	10257	46604
902	10268	46587
903	10276	46564
904	10293	46577
905	10302	46555
906	10325	46596
907	10334	46574
908	10343	46549
909	10352	46527
910	10360	46503
911	10370	46485
912	10379	46462
913	10389	46447
914	10398	46425
915	10430	46503
916	10451	46536
917	10465	46535
918	10473	46509
919	10498	46559
920	10507	46534
921	10529	46573
922	10554	46620
923	10563	46598
924	10572	46574
925	10581	46552
926	10589	46528
927	10598	46505
928	10608	46490
929	10619	46474
930	10656	46576
931	10666	46555
932	10674	46530
933	10683	46509
934	10691	46484
935	10702	46469
936	10713	46456
937	10722	46431
938	10731	46409
939	10739	46385
940	10764	46432
941	10773	46409
942	10782	46389
943	10793	46373
944	10801	46350
945	10812	46337
946	10821	46312
947	10829	46289
948	10839	46269
949	10848	46246
950	10856	46223
951	10867	46208
952	10875	46183
953	10884	46161
954	10905	46189
955	10915	46172
956	10933	46189
957	10941	46164
958	10951	46145
959	10959	46120
960	10981	46154
961	10990	46131
962	11014	46173
963	11029	46178
964	11038	46156
965	11047	46135
966	11058	46122
967	11076	46134
968	11085	46113
969	11107	46146
970	11124	46161
971	11137	46152
972	11148	46142
973	11157	46118
974	11166	46097
975	11187	46125
976	11196	46102
977	11204	46078
978	11213	46056
979	11221	46032
980	11230	46008
981	11237	45979
982	11245	45953
983	11254	45932
984	11264	45914
985	11291	45965
986	11299	45940
987	11306	45912
988	11313	45885
989	11321	45857
990	11329	45832
991	11337	45805
992	11346	45787
993	11354	45759
994	11362	45733
995	11369	45705
996	11377	45682
997	11386	45659
998	11395	45638
999	11402	45610
1000	11412	45594
1001	11422	45576
1002	11431	45553
1003	11454	45591
1004	11464	45574
1005	11473	45551
1006	11482	45529
1007	11492	45512
1008	11501	45493
1009	11508	45466
1010	11517	45442
1011	11525	45420
1012	11533	45395
1013	11541	45367
1014	11549	45345
1015	11557	45321
1016	11574	45329
1017	11582	45304
1018	11595	45302
1019	11603	45275
1020	11613	45258
1021	11638	45301
1022	11647	45280
1023	11654	45253
1024	11663	45230
1025	11675	45222
1026	11687	45212
1027	11694	45185
1028	11702	45159
1029	11709	45134
1030	11718	45111
1031	11726	45089
1032	11734	45065
1033	11743	45042
1034	11750	45016
1035	11758	44991
1036	11767	44972
1037	11776	44951
1038	11784	44927
1039	11793	44906
1040	11800	44879
1041	11808	44853
1042	11830	44883
1043	11838	44861
1044	11862	44894
1045	11876	44893
1046	11885	44872
1047	11895	44857
1048	11902	44831
1049	11911	44809
1050	11918	44783
1051	11926	44758
1052	11935	44737
1053	11944	44716
1054	11952	44695
1055	11961	44672
1056	11969	44650
1057	11977	44626
1058	11987	44611
1059	11996	44591
1060	12004	44568
1061	12013	44547
1062	12021	44525
1063	12030	44504
1064	12041	44489
1065	12051	44474
1066	12062	44461
1067	12069	44435
1068	12077	44411
1069	12084	44385
1070	12092	44362
1071	12101	44340
1072	12109	44318
1073	12116	44292
1074	12124	44267
1075	12132	44244
1076	12141	44224
1077	12150	44205
1078	12174	44241
1079	12182	44218
1080	12189	44192
1081	12198	44170
1082	12206	44146
1083	12213	44121
1084	12223	44104
1085	12232	44084
1086	12241	44067
1087	12250	44046
1088	12257	44020
1089	12267	44003
1090	12288	44027
1091	12297	44008
1092	12304	43983
1093	12312	43958
1094	12319	43932
1095	12327	43912
1096	12335	43887
1097	12343	43865
1098	12354	43851
1099	12363	43832
1100	12370	43807
1101	12378	43785
1102	12385	43760
1103	12394	43740
1104	12402	43718
1105	12410	43694
1106	12417	43669
1107	12426	43650
1108	12435	43629
1109	12442	43606
1110	12450	43581
1111	12458	43558
1112	12465	43533
1113	12472	43509
1114	12482	43493
1115	12491	43472
1116	12502	43460
1117	12512	43447
1118	12520	43425
1119	12529	43405
1120	12537	43384
1121	12551	43382
1122	12560	43362
1123	12570	43346
1124	12582	43338
1125	12597	43340
1126	12604	43316
1127	12614	43300
1128	12623	43282
1129	12631	43260
1130	12639	43239
1131	12648	43220
1132	12659	43207
1133	12667	43184
1134	12674	43160
1135	12682	43136
1136	12691	43118
1137	12699	43098
1138	12714	43099
1139	12722	43076
1140	12729	43053
1141	12740	43040
1142	12748	43018
1143	12777	43067
1144	12784	43043
1145	12792	43021
1146	12801	43001
1147	12809	42982
1148	12818	42961
1149	12826	42942
1150	12835	42921
1151	12844	42903
1152	12854	42890
1153	12865	42877
1154	12873	42857
1155	12882	42837
1156	12891	42818
1157	12899	42796
1158	12907	42777
1159	12915	42755
1160	12923	42734
1161	12940	42742
1162	12949	42721
1163	12956	42700
1164	12964	42677
1165	12988	42707
1166	12998	42693
1167	13005	42669
1168	13013	42647
1169	13022	42628
1170	13045	42655
1171	13053	42635
1172	13074	42655
1173	13082	42633
1174	13089	42610
1175	13099	42596
1176	13108	42578
1177	13116	42557
1178	13125	42538
1179	13134	42519
1180	13146	42511
1181	13171	42545
1182	13191	42563
1183	13199	42540
1184	13225	42577
1185	13233	42558
1186	13243	42543
1187	13253	42527
1188	13262	42509
1189	13269	42485
1190	13277	42464
1191	13287	42450
1192	13296	42430
1193	13304	42410
1194	13312	42389
1195	13321	42371
1196	13330	42352
1197	13337	42328
1198	13362	42359
1199	13370	42339
1200	13379	42320
1201	13386	42297
1202	13404	42309
1203	13412	42287
1204	13419	42264
1205	13428	42246
1206	13437	42226
1207	13446	42209
1208	13459	42205
1209	13468	42185
1210	13476	42167
1211	13485	42146
1212	13492	42124
1213	13501	42104
1214	13523	42127
1215	13532	42110
1216	13541	42092
1217	13549	42073
1218	13558	42055
1219	13566	42035
1220	13574	42014
1221	13582	41993
1222	13594	41985
1223	13605	41971
1224	13613	41951
1225	13620	41928
1226	13642	41951
1227	13650	41928
1228	13669	41943
1229	13677	41923
1230	13685	41900
1231	13694	41885
1232	13703	41866
1233	13724	41885
1234	13733	41868
1235	13743	41853
1236	13752	41834
1237	13760	41815
1238	13768	41794
1239	13777	41776
1240	13784	41754
1241	13793	41735
1242	13803	41722
1243	13818	41722
1244	13847	41765
1245	13856	41747
1246	13864	41726
1247	13871	41704
1248	13880	41685
1249	13888	41666
1250	13897	41646
1251	13907	41633
1252	13914	41611
1253	13922	41588
1254	13930	41569
1255	13939	41551
1256	13946	41529
1257	13954	41507
1258	13962	41487
1259	13969	41465
1260	13978	41447
1261	13993	41447
1262	14001	41428
1263	14009	41408
1264	14017	41386
1265	14041	41414
1266	14050	41398
1267	14065	41396
1268	14072	41375
1269	14080	41353
1270	14087	41332
1271	14095	41312
1272	14103	41290
1273	14110	41269
1274	14118	41248
1275	14127	41229
1276	14135	41211
1277	14143	41192
1278	14152	41175
1279	14162	41159
1280	14170	41140
1281	14179	41122
1282	14186	41101
1283	14195	41083
1284	14220	41111
1285	14236	41116
1286	14244	41095
1287	14258	41093
1288	14267	41075
1289	14275	41055
1290	14282	41033
1291	14290	41013
1292	14298	40992
1293	14306	40973
1294	14315	40956
1295	14325	40942
1296	14334	40924
1297	14342	40906
1298	14350	40887
1299	14359	40869
1300	14369	40856
1301	14378	40837
1302	14386	40818
1303	14409	40840
1304	14417	40821
1305	14426	40804
1306	14434	40786
1307	14445	40774
1308	14455	40761
1309	14463	40740
1310	14471	40720
1311	14478	40698
1312	14485	40677
1313	14506	40694
1314	14515	40675
1315	14524	40659
1316	14533	40642
1317	14541	40622
1318	14548	40601
1319	14556	40581
1320	14564	40562
1321	14572	40542
1322	14584	40535
1323	14592	40515
1324	14601	40497
1325	14609	40479
1326	14619	40464
1327	14627	40445
1328	14635	40425
1329	14643	40407
1330	14655	40397
1331	14662	40377
1332	14670	40356
1333	14678	40337
1334	14685	40316
1335	14694	40300
1336	14712	40307
1337	14721	40291
1338	14728	40270
1339	14736	40250
1340	14744	40231
1341	14754	40216
1342	14761	40195
1343	14771	40182
1344	14780	40164
1345	14792	40156
1346	14805	40152
1347	14817	40142
1348	14825	40123
1349	14834	40108
1350	14843	40090
1351	14851	40071
1352	14859	40054
1353	14869	40040
1354	14878	40023
1355	14885	40002
1356	14893	39983
1357	14903	39969
1358	14911	39950
1359	14919	39930
1360	14929	39918
1361	14938	39901
1362	14947	39884
1363	14963	39888
1364	14972	39872
1365	14981	39854
1366	14992	39844
1367	15001	39827
1368	15022	39844
1369	15029	39823
1370	15038	39807
1371	15050	39797
1372	15058	39779
1373	15066	39760
1374	15076	39746
1375	15084	39728
1376	15093	39710
1377	15104	39700
1378	15112	39682
1379	15121	39666
1380	15131	39652
1381	15139	39635
1382	15148	39618
1383	15174	39646
1384	15182	39629
1385	15191	39611
1386	15198	39591
1387	15206	39571
1388	15213	39551
1389	15222	39534
1390	15230	39516
1391	15239	39499
1392	15247	39482
1393	15256	39465
1394	15264	39445
1395	15272	39429
1396	15280	39409
1397	15288	39392
1398	15296	39371
1399	15304	39353
1400	15315	39343
1401	15323	39325
1402	15332	39309
1403	15342	39295
1404	15352	39281
1405	15360	39265
1406	15368	39246
1407	15379	39234
1408	15387	39215
1409	15394	39195
1410	15401	39175
1411	15416	39173
1412	15441	39199
1413	15449	39179
1414	15472	39200
1415	15492	39212
1416	15500	39194
1417	15508	39175
1418	15519	39163
1419	15527	39147
1420	15537	39132
1421	15544	39112
1422	15552	39093
1423	15559	39074
1424	15566	39053
1425	15584	39059
1426	15592	39041
1427	15600	39022
1428	15607	39003
1429	15616	38987
1430	15625	38970
1431	15633	38953
1432	15644	38942
1433	15654	38928
1434	15662	38911
1435	15672	38898
1436	15681	38881
1437	15696	38880
1438	15703	38861
1439	15712	38843
1440	15722	38832
1441	15731	38815
1442	15740	38799
1443	15748	38782
1444	15757	38766
1445	15766	38750
1446	15774	38733
1447	15782	38716
1448	15791	38699
1449	15800	38685
1450	15809	38668
1451	15818	38653
1452	15833	38651
1453	15841	38634
1454	15850	38617
1455	15858	38600
1456	15866	38583
1457	15875	38568
1458	15883	38550
1459	15891	38532
1460	15899	38513
1461	15907	38496
1462	15915	38476
1463	15923	38459
1464	15931	38441
1465	15939	38423
1466	15948	38409
1467	15957	38392
1468	15965	38376
1469	15974	38359
1470	15981	38339
1471	15989	38321
1472	15998	38308
1473	16007	38292
1474	16028	38304
1475	16035	38286
1476	16043	38267
1477	16050	38248
1478	16059	38231
1479	16069	38218
1480	16076	38199
1481	16086	38187
1482	16094	38167
1483	16101	38149
1484	16110	38132
1485	16131	38147
1486	16139	38130
1487	16148	38114
1488	16157	38098
1489	16165	38081
1490	16174	38066
1491	16186	38057
1492	16204	38063
1493	16213	38047
1494	16221	38030
1495	16228	38012
1496	16236	37993
1497	16244	37975
1498	16254	37962
1499	16261	37944
1500	16270	37928
1501	16278	37910
1502	16285	37891
1503	16294	37875
1504	16302	37859
1505	16311	37843
1506	16320	37828
1507	16328	37810
1508	16335	37791
1509	16346	37779
1510	16354	37764
1511	16362	37745
1512	16370	37729
1513	16378	37712
1514	16392	37708
1515	16401	37692
1516	16417	37694
1517	16426	37679
1518	16435	37664
1519	16444	37648
1520	16482	37701
1521	16492	37688
1522	16500	37670
1523	16507	37651
1524	16515	37633
1525	16523	37616
1526	16531	37598
1527	16546	37596
1528	16555	37581
1529	16578	37599
1530	16587	37584
1531	16595	37567
1532	16604	37551
1533	16611	37533
1534	16619	37515
1535	16626	37496
1536	16634	37479
1537	16642	37462
1538	16650	37444
1539	16658	37427
1540	16666	37409
1541	16674	37393
1542	16681	37374
1543	16689	37357
1544	16697	37339
1545	16705	37323
1546	16713	37305
1547	16721	37288
1548	16728	37270
1549	16738	37255
1550	16745	37237
1551	16753	37220
1552	16760	37202
1553	16768	37184
1554	16776	37166
1555	16783	37148
1556	16792	37133
1557	16801	37118
1558	16808	37100
1559	16827	37107
1560	16836	37092
1561	16844	37074
1562	16851	37056
1563	16877	37079
1564	16890	37073
1565	16898	37054
1566	16907	37041
1567	16916	37026
1568	16923	37007
1569	16931	36989
1570	16940	36975
1571	16949	36960
1572	16956	36942
1573	16980	36959
1574	16988	36944
1575	16997	36928
1576	17018	36939
1577	17028	36926
1578	17035	36909
1579	17044	36893
1580	17052	36876
1581	17059	36858
1582	17067	36841
1583	17074	36823
1584	17081	36804
1585	17089	36786
1586	17096	36768
1587	17107	36756
1588	17114	36738
1589	17123	36723
1590	17130	36705
1591	17138	36689
1592	17147	36672
1593	17158	36664
1594	17167	36650
1595	17175	36631
1596	17182	36614
1597	17190	36596
1598	17197	36578
1599	17206	36563
1600	17230	36581
1601	17239	36566
1602	17248	36551
1603	17255	36534
1604	17263	36516
1605	17273	36504
1606	17282	36489
1607	17290	36473
1608	17301	36462
1609	17309	36446
1610	17330	36458
1611	17339	36443
1612	17347	36425
1613	17355	36410
1614	17363	36392
1615	17371	36376
1616	17392	36387
1617	17400	36371
1618	17409	36356
1619	17418	36342
1620	17427	36328
1621	17436	36313
1622	17444	36298
1623	17454	36285
1624	17463	36269
1625	17489	36290
1626	17498	36277
1627	17507	36261
1628	17526	36269
1629	17535	36254
1630	17544	36238
1631	17552	36223
1632	17561	36208
1633	17570	36194
1634	17578	36178
1635	17586	36162
1636	17597	36150
1637	17620	36166
1638	17629	36151
1639	17637	36135
1640	17667	36163
1641	17675	36146
1642	17683	36130
1643	17691	36114
1644	17699	36097
1645	17710	36088
1646	17720	36075
1647	17727	36057
1648	17735	36041
1649	17742	36023
1650	17751	36008
1651	17759	35992
1652	17785	36011
1653	17795	35999
1654	17803	35984
1655	17812	35968
1656	17821	35954
1657	17831	35942
1658	17839	35926
1659	17847	35909
1660	17861	35906
1661	17871	35892
1662	17878	35875
1663	17892	35870
1664	17900	35855
1665	17922	35866
1666	17941	35872
1667	17951	35859
1668	17958	35842
1669	17967	35828
1670	17988	35836
1671	17996	35821
1672	18004	35805
1673	18014	35792
