iter	Passed	Remaining
1674	18022	35776
1675	18047	35794
1676	18065	35797
1677	18083	35800
1678	18091	35784
1679	18101	35771
1680	18109	35754
1681	18125	35755
1682	18134	35741
1683	18145	35730
1684	18157	35721
1685	18166	35709
1686	18189	35720
1687	18198	35706
1688	18206	35690
1689	18221	35688
1690	18230	35673
1691	18239	35659
1692	18251	35650
1693	18258	35633
1694	18267	35619
1695	18275	35601
1696	18283	35586
1697	18299	35586
1698	18316	35587
1699	18325	35572
1700	18334	35559
1701	18349	35555
1702	18357	35539
1703	18367	35527
1704	18375	35512
1705	18384	35497
1706	18392	35481
1707	18402	35468
1708	18409	35450
1709	18417	35434
1710	18426	35420
1711	18436	35409
1712	18444	35391
1713	18452	35376
1714	18472	35383
1715	18488	35381
1716	18495	35364
1717	18504	35350
1718	18520	35348
1719	18537	35349
1720	18545	35334
1721	18554	35320
1722	18575	35329
1723	18583	35313
1724	18592	35298
1725	18601	35284
1726	18609	35267
1727	18618	35254
1728	18626	35239
1729	18635	35224
1730	18644	35209
1731	18652	35194
1732	18661	35179
1733	18670	35165
1734	18679	35152
1735	18704	35168
1736	18712	35151
1737	18720	35135
1738	18727	35117
1739	18735	35102
1740	18756	35111
1741	18765	35097
1742	18773	35079
1743	18780	35063
1744	18788	35046
1745	18798	35034
1746	18818	35040
1747	18828	35027
1748	18837	35015
1749	18847	35002
1750	18858	34991
1751	18881	35004
1752	18907	35022
1753	18916	35007
1754	18924	34991
1755	18933	34977
1756	18941	34961
1757	18949	34945
1758	18959	34933
1759	18969	34921
1760	18978	34907
1761	18987	34892
1762	18996	34878
1763	19017	34887
1764	19054	34924
1765	19072	34925
1766	19087	34922
1767	19094	34905
1768	19102	34890
1769	19110	34873
1770	19118	34858
1771	19127	34843
1772	19135	34827
1773	19145	34815
1774	19155	34803
1775	19165	34792
1776	19180	34788
1777	19191	34777
1778	19198	34760
1779	19206	34745
1780	19215	34730
1781	19223	34713
1782	19232	34700
1783	19241	34686
1784	19250	34672
1785	19259	34657
1786	19282	34669
1787	19302	34674
1788	19310	34659
1789	19318	34644
1790	19326	34627
1791	19333	34611
1792	19341	34594
1793	19349	34578
1794	19356	34561
1795	19364	34545
1796	19371	34528
1797	19379	34512
1798	19387	34495
1799	19394	34479
1800	19402	34463
1801	19409	34446
1802	19418	34432
1803	19427	34417
1804	19434	34400
1805	19442	34384
1806	19449	34368
1807	19457	34351
1808	19466	34337
1809	19473	34320
1810	19481	34305
1811	19492	34295
1812	19503	34283
1813	19510	34267
1814	19519	34252
1815	19527	34237
1816	19535	34222
1817	19542	34205
1818	19551	34190
1819	19558	34173
1820	19566	34157
1821	19575	34144
1822	19583	34129
1823	19591	34112
1824	19599	34097
1825	19617	34100
1826	19633	34098
1827	19640	34081
1828	19649	34067
1829	19657	34052
1830	19691	34081
1831	19714	34090
1832	19722	34076
1833	19754	34102
1834	19763	34088
1835	19772	34073
1836	19779	34057
1837	19788	34042
1838	19796	34026
1839	19803	34010
1840	19811	33994
1841	19819	33980
1842	19829	33966
1843	19847	33969
1844	19856	33954
1845	19879	33965
1846	19890	33954
1847	19900	33942
1848	19916	33941
1849	19925	33926
1850	19933	33911
1851	19940	33894
1852	19958	33895
1853	19966	33881
1854	19974	33864
1855	19983	33851
1856	19992	33838
1857	20019	33854
1858	20040	33861
1859	20057	33861
1860	20087	33882
1861	20096	33867
1862	20104	33853
1863	20117	33845
1864	20125	33829
1865	20133	33814
1866	20140	33797
1867	20148	33781
1868	20155	33765
1869	20164	33750
1870	20172	33736
1871	20181	33722
1872	20192	33711
1873	20201	33697
1874	20214	33690
1875	20222	33676
1876	20247	33688
1877	20256	33673
1878	20264	33659
1879	20275	33648
1880	20283	33632
1881	20290	33616
1882	20299	33602
1883	20307	33587
1884	20317	33575
1885	20325	33560
1886	20335	33548
1887	20344	33533
1888	20353	33519
1889	20361	33505
1890	20369	33489
1891	20376	33473
1892	20384	33457
1893	20391	33440
1894	20402	33429
1895	20411	33416
1896	20420	33402
1897	20429	33388
1898	20436	33371
1899	20444	33356
1900	20452	33341
1901	20461	33327
1902	20482	33334
1903	20493	33323
1904	20503	33311
1905	20513	33299
1906	20522	33286
1907	20531	33272
1908	20544	33265
1909	20553	33250
1910	20570	33251
1911	20580	33238
1912	20588	33224
1913	20598	33211
1914	20606	33197
1915	20614	33181
1916	20622	33165
1917	20634	33156
1918	20641	33140
1919	20649	33125
1920	20657	33109
1921	20665	33095
1922	20673	33079
1923	20681	33064
1924	20689	33049
1925	20697	33034
1926	20704	33018
1927	20712	33002
1928	20720	32986
1929	20727	32971
1930	20736	32956
1931	20744	32941
1932	20752	32927
1933	20762	32914
1934	20769	32898
1935	20777	32883
1936	20806	32900
1937	20813	32885
1938	20821	32869
1939	20841	32873
1940	20849	32859
1941	20857	32844
1942	20865	32828
1943	20874	32814
1944	20883	32801
1945	20890	32785
1946	20898	32769
1947	20906	32754
1948	20914	32739
1949	20921	32723
1950	20930	32710
1951	20941	32699
1952	20949	32685
1953	20959	32672
1954	20968	32659
1955	20977	32646
1956	20985	32631
1957	21000	32626
1958	21007	32610
1959	21015	32595
1960	21022	32579
1961	21042	32581
1962	21051	32569
1963	21060	32555
1964	21068	32541
1965	21077	32528
1966	21086	32513
1967	21094	32499
1968	21103	32485
1969	21111	32471
1970	21118	32455
1971	21126	32439
1972	21134	32424
1973	21144	32413
1974	21154	32400
1975	21162	32385
1976	21170	32370
1977	21178	32356
1978	21186	32341
1979	21196	32329
1980	21205	32316
1981	21215	32304
1982	21225	32293
1983	21233	32278
1984	21241	32263
1985	21251	32251
1986	21261	32239
1987	21269	32225
1988	21278	32212
1989	21288	32200
1990	21297	32186
1991	21305	32172
1992	21315	32160
1993	21324	32146
1994	21331	32131
1995	21339	32115
1996	21349	32103
1997	21357	32090
1998	21366	32077
1999	21374	32062
2000	21382	32046
2001	21389	32031
2002	21397	32016
2003	21405	32001
2004	21412	31985
2005	21420	31970
2006	21429	31956
2007	21437	31942
2008	21456	31945
2009	21466	31932
2010	21473	31917
2011	21482	31903
2012	21491	31890
2013	21499	31876
2014	21509	31863
2015	21516	31848
2016	21525	31834
2017	21533	31820
2018	21550	31818
2019	21558	31804
2020	21568	31792
2021	21579	31782
2022	21587	31768
2023	21596	31754
2024	21606	31742
2025	21614	31727
2026	21621	31712
2027	21630	31699
2028	21641	31688
2029	21650	31675
2030	21660	31664
2031	21670	31652
2032	21683	31645
2033	21693	31634
2034	21702	31620
2035	21712	31608
2036	21722	31596
2037	21730	31582
2038	21738	31568
2039	21747	31554
2040	21754	31539
2041	21762	31525
2042	21773	31514
2043	21781	31499
2044	21788	31484
2045	21797	31470
2046	21805	31456
2047	21815	31444
2048	21827	31435
2049	21835	31421
2050	21846	31411
2051	21854	31396
2052	21862	31382
2053	21871	31369
2054	21878	31354
2055	21887	31341
2056	21896	31327
2057	21906	31316
2058	21914	31301
2059	21922	31286
2060	21930	31272
2061	21939	31260
2062	21950	31249
2063	21959	31236
2064	21967	31222
2065	21976	31209
2066	21984	31195
2067	21992	31181
2068	22002	31169
2069	22012	31157
2070	22020	31143
2071	22028	31129
2072	22035	31113
2073	22044	31100
2074	22064	31102
2075	22072	31088
2076	22083	31079
2077	22093	31066
2078	22101	31052
2079	22109	31038
2080	22117	31024
2081	22127	31012
2082	22136	30999
2083	22145	30986
2084	22158	30978
2085	22165	30963
2086	22174	30950
2087	22184	30939
2088	22192	30924
2089	22199	30909
2090	22207	30895
2091	22214	30880
2092	22223	30866
2093	22231	30852
2094	22240	30839
2095	22248	30825
2096	22257	30812
2097	22266	30799
2098	22274	30784
2099	22282	30771
2100	22291	30758
2101	22299	30743
2102	22323	30751
2103	22330	30736
2104	22337	30721
2105	22347	30709
2106	22357	30697
2107	22366	30685
2108	22375	30672
2109	22385	30660
2110	22393	30646
2111	22401	30631
2112	22409	30618
2113	22425	30615
2114	22440	30610
2115	22449	30597
2116	22457	30583
2117	22465	30569
2118	22474	30556
2119	22498	30564
2120	22507	30551
2121	22516	30538
2122	22524	30524
2123	22534	30513
2124	22543	30499
2125	22553	30488
2126	22561	30474
2127	22583	30478
2128	22598	30474
2129	22626	30487
2130	22635	30474
2131	22644	30461
2132	22652	30447
2133	22663	30437
2134	22672	30424
2135	22680	30410
2136	22689	30397
2137	22697	30383
2138	22705	30369
2139	22724	30369
2140	22734	30358
2141	22742	30345
2142	22763	30348
2143	22779	30344
2144	22786	30329
2145	22797	30318
2146	22804	30303
2147	22812	30289
2148	22823	30278
2149	22833	30268
2150	22843	30256
2151	22852	30243
2152	22866	30237
2153	22874	30223
2154	22883	30210
2155	22892	30197
2156	22901	30184
2157	22910	30171
2158	22926	30168
2159	22934	30154
2160	22942	30140
2161	22949	30125
2162	22958	30112
2163	22967	30099
2164	22975	30085
2165	22982	30070
2166	22990	30056
2167	22999	30043
2168	23006	30028
2169	23016	30017
2170	23025	30004
2171	23034	29991
2172	23042	29977
2173	23051	29964
2174	23059	29950
2175	23069	29938
2176	23078	29926
2177	23085	29911
2178	23095	29899
2179	23103	29886
2180	23111	29872
2181	23120	29859
2182	23128	29845
2183	23139	29835
2184	23148	29823
2185	23159	29812
2186	23166	29797
2187	23174	29784
2188	23182	29769
2189	23190	29755
2190	23197	29741
2191	23205	29726
2192	23226	29729
2193	23242	29725
2194	23252	29714
2195	23262	29703
2196	23271	29690
2197	23280	29678
2198	23289	29665
2199	23297	29651
2200	23321	29657
2201	23329	29644
2202	23337	29630
2203	23345	29615
2204	23353	29602
2205	23361	29588
2206	23368	29573
2207	23378	29561
2208	23389	29551
2209	23396	29537
2210	23406	29525
2211	23413	29510
2212	23421	29496
2213	23428	29481
2214	23436	29467
2215	23444	29453
2216	23451	29438
2217	23472	29440
2218	23482	29429
2219	23490	29416
2220	23500	29404
2221	23524	29410
2222	23570	29444
2223	23587	29442
2224	23595	29428
2225	23603	29414
2226	23611	29399
2227	23644	29417
2228	23651	29403
2229	23660	29389
2230	23667	29375
2231	23676	29362
2232	23684	29348
2233	23693	29335
2234	23700	29320
2235	23724	29326
2236	23732	29313
2237	23748	29308
2238	23756	29295
2239	23765	29282
2240	23788	29287
2241	23796	29273
2242	23823	29282
2243	23830	29267
2244	23838	29253
2245	23856	29252
2246	23863	29237
2247	23871	29223
2248	23878	29208
2249	23888	29196
2250	23898	29185
2251	23908	29173
2252	23915	29159
2253	23924	29146
2254	23932	29133
2255	23942	29121
2256	23949	29106
2257	23958	29094
2258	23967	29081
2259	23975	29067
2260	23983	29054
2261	23992	29041
2262	24001	29029
2263	24010	29016
2264	24018	29002
2265	24026	28988
2266	24036	28977
2267	24045	28964
2268	24053	28951
2269	24078	28958
2270	24092	28951
2271	24099	28936
2272	24108	28923
2273	24117	28911
2274	24126	28898
2275	24136	28887
2276	24144	28873
2277	24151	28858
2278	24159	28845
2279	24169	28833
2280	24182	28825
2281	24191	28813
2282	24204	28805
2283	24211	28790
2284	24219	28777
2285	24234	28772
2286	24250	28767
2287	24258	28753
2288	24267	28741
2289	24276	28729
2290	24284	28715
2291	24294	28703
2292	24308	28697
2293	24316	28683
2294	24323	28669
2295	24332	28655
2296	24345	28648
2297	24352	28634
2298	24362	28622
2299	24374	28613
2300	24384	28602
2301	24395	28592
2302	24404	28579
2303	24413	28566
2304	24422	28554
2305	24432	28543
2306	24440	28529
2307	24448	28515
2308	24457	28503
2309	24467	28492
2310	24476	28479
2311	24495	28479
2312	24503	28465
2313	24511	28452
2314	24519	28437
2315	24526	28423
2316	24535	28410
2317	24543	28397
2318	24559	28393
2319	24568	28380
2320	24577	28368
2321	24587	28356
2322	24597	28345
2323	24605	28332
2324	24616	28321
2325	24638	28324
2326	24645	28310
2327	24655	28298
2328	24674	28298
2329	24683	28285
2330	24695	28276
2331	24704	28264
2332	24713	28251
2333	24720	28237
2334	24728	28223
2335	24745	28220
2336	24753	28206
2337	24761	28193
2338	24770	28180
2339	24791	28181
2340	24800	28169
2341	24809	28156
2342	24816	28142
2343	24824	28128
2344	24831	28114
2345	24855	28118
2346	24863	28105
2347	24872	28092
2348	24880	28078
2349	24888	28066
2350	24897	28053
2351	24907	28041
2352	24914	28027
2353	24923	28014
2354	24940	28011
2355	24948	27997
2356	24957	27986
2357	24982	27991
2358	24990	27977
2359	24998	27964
2360	25006	27951
2361	25015	27938
2362	25034	27937
2363	25042	27923
2364	25050	27910
2365	25060	27898
2366	25068	27885
2367	25078	27874
2368	25087	27862
2369	25121	27877
2370	25137	27872
2371	25144	27858
2372	25152	27845
2373	25160	27830
2374	25167	27817
2375	25176	27804
2376	25185	27791
2377	25193	27779
2378	25202	27766
2379	25210	27752
2380	25217	27738
2381	25225	27724
2382	25232	27710
2383	25240	27696
2384	25247	27682
2385	25255	27668
2386	25263	27655
2387	25273	27643
2388	25281	27630
2389	25289	27617
2390	25296	27603
2391	25311	27596
2392	25319	27584
2393	25327	27570
2394	25336	27557
2395	25345	27545
2396	25354	27532
2397	25361	27518
2398	25369	27505
2399	25377	27492
2400	25385	27478
2401	25393	27465
2402	25400	27450
2403	25408	27437
2404	25415	27423
2405	25424	27411
2406	25432	27398
2407	25440	27384
2408	25447	27370
2409	25457	27359
2410	25466	27347
2411	25481	27340
2412	25491	27329
2413	25500	27317
2414	25508	27303
2415	25515	27290
2416	25526	27280
2417	25534	27265
2418	25542	27253
2419	25549	27239
2420	25573	27241
2421	25580	27228
2422	25589	27215
2423	25596	27201
2424	25604	27188
2425	25620	27183
2426	25627	27169
2427	25635	27155
2428	25643	27143
2429	25652	27130
2430	25661	27117
2431	25669	27105
2432	25688	27103
2433	25695	27089
2434	25714	27087
2435	25725	27077
2436	25734	27064
2437	25741	27050
2438	25749	27037
2439	25768	27035
2440	25776	27023
2441	25785	27010
2442	25794	26997
2443	25801	26984
2444	25809	26970
2445	25817	26957
2446	25825	26944
2447	25832	26930
2448	25841	26917
2449	25852	26907
2450	25859	26893
2451	25867	26879
2452	25875	26867
2453	25884	26854
2454	25904	26854
2455	25915	26843
2456	25923	26831
2457	25931	26817
2458	25939	26804
2459	25946	26790
2460	25954	26777
2461	25961	26763
2462	25969	26749
2463	25977	26736
2464	25986	26724
2465	25994	26711
2466	26004	26700
2467	26016	26691
2468	26034	26687
2469	26042	26675
2470	26060	26672
2471	26070	26661
2472	26083	26653
2473	26107	26656
2474	26128	26656
2475	26136	26643
2476	26151	26637
2477	26160	26624
2478	26168	26612
2479	26176	26598
2480	26184	26585
2481	26207	26587
2482	26214	26573
2483	26222	26560
2484	26230	26547
2485	26238	26533
2486	26245	26520
2487	26254	26507
2488	26263	26495
2489	26272	26483
2490	26287	26477
2491	26295	26464
2492	26305	26453
2493	26313	26440
2494	26323	26429
2495	26332	26417
2496	26352	26415
2497	26362	26404
2498	26377	26398
2499	26386	26386
2500	26394	26373
2501	26405	26363
2502	26416	26352
2503	26424	26339
2504	26432	26326
2505	26456	26329
2506	26477	26329
2507	26489	26320
2508	26498	26307
2509	26506	26294
2510	26514	26281
2511	26521	26268
2512	26529	26254
2513	26537	26241
2514	26544	26228
2515	26553	26215
2516	26560	26201
2517	26568	26188
2518	26577	26176
2519	26584	26162
2520	26593	26150
2521	26602	26138
2522	26610	26125
2523	26617	26111
2524	26626	26099
2525	26642	26093
2526	26651	26081
2527	26659	26068
2528	26667	26055
2529	26675	26043
2530	26683	26029
2531	26693	26018
2532	26718	26022
2533	26725	26008
2534	26733	25995
2535	26751	25992
2536	26758	25978
2537	26766	25965
2538	26773	25951
2539	26781	25937
2540	26789	25924
2541	26797	25912
2542	26805	25898
2543	26812	25885
2544	26835	25886
2545	26845	25874
2546	26883	25890
2547	26899	25886
2548	26906	25872
2549	26917	25861
2550	26930	25854
2551	26946	25848
2552	26957	25837
2553	26966	25825
2554	26974	25813
2555	26981	25799
2556	26990	25787
2557	27004	25779
2558	27011	25766
2559	27019	25753
2560	27026	25739
2561	27034	25726
2562	27044	25714
2563	27053	25702
2564	27062	25690
2565	27070	25678
2566	27081	25667
2567	27088	25654
2568	27096	25640
2569	27104	25627
2570	27111	25614
2571	27121	25603
2572	27132	25592
2573	27143	25582
2574	27152	25570
2575	27174	25571
2576	27184	25559
2577	27192	25547
2578	27212	25545
2579	27222	25534
2580	27230	25521
2581	27241	25511
2582	27249	25498
2583	27259	25487
2584	27269	25475
2585	27277	25463
2586	27286	25451
2587	27296	25440
2588	27315	25437
2589	27323	25424
2590	27337	25416
2591	27345	25404
2592	27354	25391
2593	27361	25378
2594	27371	25367
2595	27379	25354
2596	27388	25342
2597	27397	25330
2598	27404	25316
2599	27413	25304
2600	27421	25292
2601	27430	25279
2602	27438	25266
2603	27448	25256
2604	27457	25243
2605	27465	25231
2606	27472	25217
2607	27480	25204
2608	27489	25192
2609	27497	25179
2610	27512	25173
2611	27521	25161
2612	27530	25149
2613	27539	25137
2614	27549	25126
2615	27557	25113
2616	27566	25101
2617	27576	25090
2618	27584	25077
2619	27592	25064
2620	27599	25051
2621	27609	25039
2622	27622	25031
2623	27630	25019
2624	27638	25006
2625	27652	24999
2626	27668	24993
2627	27678	24982
2628	27686	24969
2629	27695	24957
2630	27706	24947
2631	27714	24934
2632	27721	24921
2633	27729	24908
2634	27737	24895
2635	27748	24884
2636	27756	24872
2637	27765	24860
2638	27773	24847
2639	27782	24835
2640	27791	24824
2641	27800	24812
2642	27825	24814
2643	27834	24802
2644	27856	24802
2645	27865	24790
2646	27873	24777
2647	27880	24764
2648	27888	24751
2649	27895	24737
2650	27905	24726
2651	27920	24719
2652	27927	24706
2653	27935	24693
2654	27942	24680
2655	27950	24667
2656	27957	24653
2657	27966	24641
2658	27983	24636
2659	27991	24624
2660	28000	24611
2661	28009	24600
2662	28019	24589
2663	28027	24577
2664	28036	24564
2665	28046	24554
2666	28056	24542
2667	28064	24529
2668	28073	24517
2669	28082	24506
2670	28092	24495
2671	28100	24483
2672	28109	24471
2673	28118	24458
2674	28125	24445
2675	28134	24433
2676	28141	24420
2677	28152	24409
2678	28163	24399
2679	28170	24386
2680	28180	24375
2681	28188	24362
2682	28195	24349
2683	28210	24342
2684	28219	24330
2685	28226	24317
2686	28243	24312
2687	28253	24301
2688	28265	24292
2689	28291	24294
2690	28300	24282
2691	28313	24275
2692	28321	24261
2693	28331	24251
2694	28338	24237
2695	28346	24224
2696	28354	24211
2697	28361	24198
2698	28369	24186
2699	28377	24173
2700	28387	24162
2701	28396	24150
2702	28405	24138
2703	28413	24126
2704	28422	24114
2705	28437	24108
2706	28446	24096
2707	28454	24082
2708	28461	24069
2709	28471	24059
2710	28481	24047
2711	28488	24034
2712	28496	24021
2713	28503	24008
2714	28511	23995
2715	28518	23982
2716	28526	23969
2717	28534	23957
2718	28544	23946
2719	28555	23936
2720	28564	23924
2721	28572	23912
2722	28581	23900
2723	28596	23893
2724	28605	23881
2725	28613	23869
2726	28621	23856
2727	28630	23844
2728	28639	23832
2729	28648	23821
2730	28655	23808
2731	28663	23795
2732	28671	23782
2733	28678	23769
2734	28687	23757
2735	28704	23752
2736	28718	23745
2737	28726	23732
2738	28736	23721
2739	28747	23711
2740	28755	23699
2741	28764	23687
2742	28771	23674
2743	28790	23670
2744	28798	23657
2745	28808	23646
2746	28822	23639
2747	28831	23627
2748	28841	23617
2749	28852	23606
2750	28861	23594
2751	28870	23583
2752	28893	23582
2753	28903	23571
2754	28910	23558
2755	28918	23546
2756	28925	23532
2757	28933	23520
2758	28940	23506
2759	28948	23494
2760	28956	23481
2761	28964	23469
2762	28972	23457
2763	28982	23445
2764	28990	23433
2765	29000	23422
2766	29015	23415
2767	29022	23402
2768	29030	23389
2769	29039	23378
2770	29057	23373
2771	29065	23361
2772	29089	23361
2773	29097	23349
2774	29106	23337
2775	29114	23325
2776	29123	23313
2777	29133	23302
2778	29151	23298
2779	29159	23285
2780	29166	23272
2781	29174	23259
2782	29197	23259
2783	29206	23247
2784	29214	23235
2785	29223	23223
2786	29231	23211
2787	29239	23198
2788	29246	23185
2789	29254	23172
2790	29262	23160
2791	29286	23160
2792	29295	23148
2793	29302	23135
2794	29310	23123
2795	29318	23110
2796	29325	23097
2797	29336	23087
2798	29355	23083
2799	29363	23071
2800	29371	23058
2801	29378	23046
2802	29387	23033
2803	29395	23021
2804	29404	23009
2805	29414	22998
2806	29421	22986
2807	29430	22974
2808	29447	22968
2809	29455	22956
2810	29470	22949
2811	29479	22937
2812	29487	22925
2813	29496	22913
2814	29518	22911
2815	29526	22899
2816	29533	22886
2817	29541	22873
2818	29549	22861
2819	29565	22855
2820	29575	22844
2821	29583	22832
2822	29590	22819
2823	29598	22806
2824	29605	22793
2825	29614	22782
2826	29623	22770
2827	29632	22758
2828	29666	22766
2829	29674	22754
2830	29682	22741
2831	29693	22731
2832	29712	22727
2833	29720	22715
2834	29728	22702
2835	29737	22690
2836	29745	22678
2837	29753	22666
2838	29760	22653
2839	29771	22642
2840	29779	22630
2841	29786	22617
2842	29794	22605
2843	29801	22592
2844	29810	22580
2845	29821	22570
2846	29844	22569
2847	29852	22557
2848	29861	22545
2849	29869	22532
2850	29877	22520
2851	29885	22508
2852	29895	22497
2853	29902	22484
2854	29911	22472
2855	29920	22461
2856	29929	22449
2857	29938	22438
2858	29946	22425
2859	29954	22413
2860	29962	22401
2861	29971	22389
2862	29979	22376
2863	29987	22364
2864	29994	22352
2865	30002	22339
2866	30010	22326
2867	30017	22314
2868	30034	22308
2869	30042	22296
2870	30049	22283
2871	30058	22271
2872	30066	22259
2873	30073	22246
2874	30081	22234
2875	30088	22221
2876	30096	22209
2877	30104	22196
2878	30112	22184
2879	30120	22172
2880	30137	22166
2881	30145	22154
2882	30153	22142
2883	30161	22129
2884	30185	22129
2885	30194	22117
2886	30209	22110
2887	30219	22099
2888	30228	22088
2889	30236	22076
2890	30245	22064
2891	30253	22052
2892	30262	22040
2893	30270	22027
2894	30278	22016
2895	30289	22005
2896	30297	21993
2897	30305	21981
2898	30313	21969
2899	30321	21957
2900	30331	21946
2901	30343	21936
2902	30351	21924
2903	30360	21913
2904	30371	21903
2905	30379	21890
2906	30390	21880
2907	30401	21870
2908	30410	21859
2909	30419	21847
2910	30427	21835
2911	30438	21825
2912	30446	21813
2913	30468	21811
2914	30478	21799
2915	30487	21788
2916	30496	21776
2917	30505	21765
2918	30513	21753
2919	30522	21741
2920	30530	21729
2921	30538	21717
2922	30546	21705
2923	30553	21692
2924	30561	21680
2925	30572	21670
2926	30581	21658
2927	30588	21646
2928	30597	21634
2929	30604	21621
2930	30612	21609
2931	30620	21597
2932	30628	21585
2933	30635	21572
2934	30653	21567
2935	30662	21555
2936	30670	21543
2937	30689	21539
2938	30698	21527
2939	30723	21527
2940	30731	21514
2941	30738	21502
2942	30746	21490
2943	30754	21477
2944	30763	21466
2945	30773	21456
2946	30785	21446
2947	30797	21436
2948	30808	21427
2949	30820	21417
2950	30829	21406
2951	30836	21393
2952	30844	21381
2953	30853	21369
2954	30877	21368
2955	30887	21357
2956	30897	21346
2957	30914	21341
2958	30928	21333
2959	30937	21322
2960	30947	21311
2961	30958	21300
2962	30965	21288
2963	30973	21276
2964	30982	21264
2965	30992	21253
2966	31001	21242
2967	31025	21240
2968	31032	21228
2969	31039	21215
2970	31050	21205
2971	31058	21193
2972	31066	21181
2973	31074	21169
2974	31082	21156
2975	31089	21144
2976	31097	21132
2977	31106	21120
2978	31114	21108
2979	31122	21096
2980	31131	21084
2981	31138	21072
2982	31149	21062
2983	31174	21061
2984	31185	21051
2985	31194	21040
2986	31201	21027
2987	31209	21015
2988	31217	21003
2989	31226	20991
2990	31233	20978
2991	31241	20966
2992	31248	20954
2993	31257	20942
2994	31264	20930
2995	31274	20919
2996	31281	20906
2997	31291	20895
2998	31300	20884
2999	31307	20871
3000	31315	20859
3001	31322	20847
3002	31330	20834
3003	31337	20822
3004	31345	20810
3005	31353	20797
3006	31361	20785
3007	31368	20773
3008	31376	20761
3009	31386	20750
3010	31395	20739
3011	31403	20727
3012	31412	20715
3013	31421	20704
3014	31430	20692
3015	31439	20681
3016	31449	20670
3017	31459	20660
3018	31468	20649
3019	31477	20637
3020	31487	20627
3021	31496	20615
3022	31508	20606
3023	31517	20594
3024	31525	20582
3025	31534	20571
3026	31551	20565
3027	31559	20553
3028	31567	20541
3029	31576	20529
3030	31584	20518
3031	31597	20509
3032	31608	20498
3033	31615	20486
3034	31623	20474
3035	31633	20463
3036	31641	20451
3037	31649	20439
3038	31657	20427
3039	31667	20416
3040	31675	20405
3041	31683	20393
3042	31692	20381
3043	31701	20370
3044	31710	20359
3045	31717	20346
3046	31725	20334
3047	31732	20322
3048	31743	20311
3049	31752	20300
3050	31760	20288
3051	31768	20276
3052	31785	20270
3053	31793	20258
3054	31817	20256
3055	31826	20245
3056	31834	20233
3057	31843	20222
3058	31851	20210
3059	31860	20198
3060	31872	20189
3061	31881	20178
3062	31891	20167
3063	31900	20156
3064	31910	20145
3065	31919	20134
3066	31927	20122
3067	31937	20111
3068	31946	20100
3069	31953	20088
3070	31961	20076
3071	31972	20066
3072	31990	20060
3073	31999	20049
3074	32008	20038
3075	32019	20027
3076	32027	20016
3077	32036	20004
3078	32045	19993
3079	32054	19981
3080	32062	19970
3081	32084	19967
3082	32093	19955
3083	32102	19944
3084	32110	19932
3085	32119	19921
3086	32127	19909
3087	32135	19897
3088	32143	19885
3089	32153	19874
3090	32168	19867
3091	32176	19855
3092	32187	19845
3093	32198	19835
3094	32227	19836
3095	32236	19824
3096	32255	19820
3097	32265	19809
3098	32274	19798
3099	32285	19787
3100	32293	19775
3101	32300	19763
3102	32309	19752
3103	32318	19740
3104	32326	19728
3105	32335	19717
3106	32350	19709
3107	32358	19698
3108	32367	19687
3109	32376	19675
3110	32384	19664
3111	32394	19653
3112	32402	19641
3113	32412	19630
3114	32420	19618
3115	32429	19607
3116	32451	19604
3117	32461	19593
3118	32470	19582
3119	32479	19570
3120	32487	19559
3121	32496	19547
3122	32513	19541
3123	32521	19529
3124	32531	19518
3125	32540	19507
3126	32550	19496
3127	32558	19485
3128	32568	19474
3129	32589	19470
3130	32599	19459
3131	32608	19448
3132	32623	19440
3133	32632	19429
3134	32640	19417
3135	32649	19406
3136	32659	19395
3137	32667	19383
3138	32675	19372
3139	32682	19359
3140	32691	19348
3141	32700	19337
3142	32709	19325
3143	32718	19314
3144	32740	19311
3145	32747	19298
3146	32755	19286
3147	32762	19274
3148	32771	19263
3149	32779	19251
3150	32789	19240
3151	32799	19229
3152	32812	19221
3153	32821	19209
3154	32832	19199
3155	32841	19188
3156	32848	19176
3157	32857	19164
3158	32866	19154
3159	32882	19147
3160	32892	19136
3161	32901	19124
3162	32911	19113
3163	32919	19102
3164	32929	19091
3165	32943	19083
3166	32954	19073
3167	32962	19061
3168	32969	19049
3169	32979	19038
3170	32987	19027
3171	32996	19015
3172	33005	19004
3173	33013	18992
3174	33031	18986
3175	33040	18975
3176	33048	18963
3177	33057	18952
3178	33066	18940
3179	33074	18929
3180	33083	18918
3181	33092	18906
3182	33100	18895
3183	33109	18883
3184	33117	18872
3185	33126	18861
3186	33135	18850
3187	33143	18838
3188	33151	18826
3189	33158	18814
3190	33166	18802
3191	33174	18790
3192	33189	18782
3193	33198	18771
3194	33206	18759
3195	33217	18749
3196	33226	18738
3197	33233	18726
3198	33241	18714
3199	33249	18702
3200	33256	18690
3201	33263	18678
3202	33271	18666
3203	33278	18654
3204	33286	18642
3205	33294	18630
3206	33302	18618
3207	33309	18606
3208	33317	18594
3209	33325	18583
3210	33332	18571
3211	33340	18559
3212	33348	18547
3213	33355	18535
3214	33363	18523
3215	33372	18512
3216	33397	18510
3217	33406	18499
3218	33415	18488
3219	33423	18476
3220	33431	18464
3221	33439	18452
3222	33446	18440
3223	33455	18429
3224	33463	18417
3225	33472	18406
3226	33480	18395
3227	33489	18384
