iter	RMSE
1664	2.320606311
1665	2.318728297
1666	2.318714882
1667	2.318681401
1668	2.318408795
1669	2.318129731
1670	2.317989904
1671	2.31794288
1672	2.317925401
1673	2.317852325
1674	2.315585821
1675	2.315574306
1676	2.315495512
1677	2.315487271
1678	2.315481062
1679	2.315412424
1680	2.31538962
1681	2.31536038
1682	2.315328205
1683	2.313023743
1684	2.312992326
1685	2.312946444
1686	2.31293356
1687	2.312910957
1688	2.312881008
1689	2.312861343
1690	2.312846764
1691	2.311590571
1692	2.311528376
1693	2.311446504
1694	2.310977262
1695	2.310955997
1696	2.310944347
1697	2.310835079
1698	2.310808157
1699	2.308603806
1700	2.308596786
1701	2.308592257
1702	2.308295699
1703	2.307865232
1704	2.307860022
1705	2.30785232
1706	2.307812451
1707	2.307805316
1708	2.307784928
1709	2.307783002
1710	2.30773022
1711	2.307618535
1712	2.307295229
1713	2.307223629
1714	2.307168454
1715	2.307147948
1716	2.307121889
1717	2.307058102
1718	2.307052777
1719	2.307047565
1720	2.307042806
1721	2.307038047
1722	2.306721459
1723	2.306715113
1724	2.30602785
1725	2.305922204
1726	2.30591767
1727	2.30579524
1728	2.305790706
1729	2.305785718
1730	2.305745133
1731	2.305732436
1732	2.305718832
1733	2.305385396
1734	2.305382674
1735	2.305269968
1736	2.305246157
1737	2.304890084
1738	2.304806954
1739	2.304805026
1740	2.304715202
1741	2.304705335
1742	2.304521819
1743	2.303233621
1744	2.303067126
1745	2.30304227
1746	2.303035687
1747	2.303033417
1748	2.302920255
1749	2.302915034
1750	2.302906067
1751	2.302787111
1752	2.302784613
1753	2.302748857
1754	2.302688126
1755	2.302671667
1756	2.302669396
1757	2.302528744
1758	2.302526928
1759	2.302424073
1760	2.302347098
1761	2.302342898
1762	2.302281248
1763	2.302266943
1764	2.302070288
1765	2.301965369
1766	2.301884291
1767	2.301875093
1768	2.301849088
1769	2.301819677
1770	2.301775956
1771	2.301732803
1772	2.301729168
1773	2.301255787
1774	2.301206603
1775	2.301203423
1776	2.301060636
1777	2.300863538
1778	2.300773219
1779	2.300691759
1780	2.300423499
1781	2.300397591
1782	2.300334185
1783	2.299754701
1784	2.299739129
1785	2.299705144
1786	2.29915381
1787	2.299099238
1788	2.298869452
1789	2.298862175
1790	2.298843754
1791	2.298793609
1792	2.298786218
1793	2.298784968
1794	2.298762794
1795	2.298761088
1796	2.298747102
1797	2.298591313
1798	2.295918737
1799	2.295766058
1800	2.295696034
1801	2.29441564
1802	2.294372007
1803	2.293790104
1804	2.293733239
1805	2.293446613
1806	2.293367742
1807	2.292399184
1808	2.292262349
1809	2.291814157
1810	2.291723482
1811	2.291606568
1812	2.29144265
1813	2.291419151
1814	2.291274842
1815	2.29126024
1816	2.291252824
1817	2.291192474
1818	2.290996466
1819	2.290975815
1820	2.290950257
1821	2.290468371
1822	2.290465404
1823	2.290457643
1824	2.29042683
1825	2.290418613
1826	2.290399212
1827	2.290359039
1828	2.290352306
1829	2.290323888
1830	2.290297866
1831	2.29025929
1832	2.288701311
1833	2.288690118
1834	2.288504633
1835	2.288342435
1836	2.288340836
1837	2.288339237
1838	2.28833581
1839	2.288299256
1840	2.288295944
1841	2.288241912
1842	2.288240313
1843	2.288223406
1844	2.286805325
1845	2.286799496
1846	2.286767947
1847	2.286763946
1848	2.28676166
1849	2.286756745
1850	2.286360179
1851	2.286203432
1852	2.286179993
1853	2.28617622
1854	2.28595657
1855	2.285930956
1856	2.285880299
1857	2.285502338
1858	2.285098119
1859	2.285026395
1860	2.285023764
1861	2.285022392
1862	2.284836952
1863	2.284831804
1864	2.284805376
1865	2.28460985
1866	2.284512481
1867	2.284507332
1868	2.284501497
1869	2.284451953
1870	2.283888811
1871	2.28384097
1872	2.283517388
1873	2.28311671
1874	2.283091637
1875	2.282940161
1876	2.281521775
1877	2.281430461
1878	2.281424618
1879	2.281141144
1880	2.278724338
1881	2.278477468
1882	2.277240654
1883	2.276651388
1884	2.27664048
1885	2.276597769
1886	2.276448961
1887	2.276132137
1888	2.276103083
1889	2.276061165
1890	2.276007532
1891	2.275999837
1892	2.275128209
1893	2.274582869
1894	2.274524834
1895	2.274522766
1896	2.274489438
1897	2.274408415
1898	2.274179123
1899	2.274018202
1900	2.273866926
1901	2.273822668
1902	2.273550778
1903	2.273172377
1904	2.272886148
1905	2.272586656
1906	2.272490038
1907	2.272402042
1908	2.272111115
1909	2.271888149
1910	2.269711412
1911	2.269664885
1912	2.269444327
1913	2.269311292
1914	2.269159702
1915	2.269134705
1916	2.268237736
1917	2.268177119
1918	2.267949732
1919	2.26630041
1920	2.266094867
1921	2.265904186
1922	2.265754445
1923	2.265745793
1924	2.26383393
1925	2.263694329
1926	2.263307235
1927	2.26327097
1928	2.263111122
1929	2.263084094
1930	2.263072544
1931	2.262775681
1932	2.26269551
1933	2.261822799
1934	2.261812398
1935	2.261633376
1936	2.26162806
1937	2.261336209
1938	2.26131494
1939	2.26131205
1940	2.261155069
1941	2.261127093
1942	2.261102238
1943	2.261092181
1944	2.261089175
1945	2.261078539
1946	2.261066863
1947	2.261063511
1948	2.260989868
1949	2.260987209
1950	2.260961197
1951	2.259709127
1952	2.258793835
1953	2.258769186
1954	2.258758539
1955	2.25875067
1956	2.258741065
1957	2.25874037
1958	2.258729839
1959	2.258721276
1960	2.258713291
1961	2.258706926
1962	2.258689219
1963	2.258680887
1964	2.258652071
1965	2.258635174
1966	2.258452313
1967	2.258447799
1968	2.258439581
1969	2.258437035
1970	2.258333792
1971	2.258305782
1972	2.258215497
1973	2.256784814
1974	2.256784119
1975	2.256776822
1976	2.256775085
1977	2.256720415
1978	2.256714623
1979	2.256691573
1980	2.256689488
1981	2.256671766
1982	2.25664026
1983	2.256486545
1984	2.255519301
1985	2.25550748
1986	2.254851443
1987	2.254737023
1988	2.254670709
1989	2.254638248
1990	2.254563584
1991	2.254535295
1992	2.252440779
1993	2.252342948
1994	2.252257996
1995	2.252199385
1996	2.251893312
1997	2.250633759
1998	2.250562911
1999	2.249283554
2000	2.249267517
2001	2.248458534
2002	2.248402266
2003	2.248242756
2004	2.248235548
2005	2.248189738
2006	2.248147068
2007	2.247928353
2008	2.24792219
2009	2.247915911
2010	2.246745458
2011	2.245766686
2012	2.24520397
2013	2.245096276
2014	2.24507334
2015	2.245062279
2016	2.244874353
2017	2.244499968
2018	2.244199833
2019	2.243877874
2020	2.242909388
2021	2.242225883
2022	2.240956697
2023	2.240787208
2024	2.240189987
2025	2.239669752
2026	2.239559108
2027	2.239525377
2028	2.239252591
2029	2.239108072
2030	2.239059741
2031	2.238226515
2032	2.23807025
2033	2.237061042
2034	2.236790526
2035	2.236187912
2036	2.235650144
2037	2.234261871
2038	2.233988325
2039	2.233681394
2040	2.233627914
2041	2.233599593
2042	2.233567879
2043	2.231838572
2044	2.231410926
2045	2.231185768
2046	2.231179441
2047	2.231139491
2048	2.230731632
2049	2.230618553
2050	2.229404666
2051	2.228939848
2052	2.228772612
2053	2.226379734
2054	2.226310228
2055	2.226131992
2056	2.226130935
2057	2.224884876
2058	2.224643782
2059	2.223583692
2060	2.223582987
2061	2.223578402
2062	2.223529029
2063	2.223468251
2064	2.223264509
2065	2.223095317
2066	2.223036878
2067	2.223030647
2068	2.222809813
2069	2.222803698
2070	2.222796642
2071	2.222700329
2072	2.222695507
2073	2.222689392
2074	2.222490401
2075	2.222474523
2076	2.222263162
2077	2.221807555
2078	2.221788379
2079	2.221758731
2080	2.221492588
2081	2.22148894
2082	2.221485528
2083	2.22148341
2084	2.221480939
2085	2.221480351
2086	2.221479645
2087	2.221472702
2088	2.221472114
2089	2.221470467
2090	2.221470114
2091	2.221434225
2092	2.221433754
2093	2.221433519
2094	2.221433048
2095	2.221410221
2096	2.221408573
2097	2.22140822
2098	2.221119205
2099	2.221118616
2100	2.220962089
2101	2.22060545
2102	2.220597681
2103	2.220591324
2104	2.220482908
2105	2.220232388
2106	2.22004919
2107	2.220044833
2108	2.220039888
2109	2.220016222
2110	2.220015398
2111	2.218481611
2112	2.218473128
2113	2.218469121
2114	2.218324663
2115	2.218319124
2116	2.218310522
2117	2.218306516
2118	2.217945796
2119	2.217938371
2120	2.21770548
2121	2.217243396
2122	2.217233729
2123	2.216301956
2124	2.2162983
2125	2.216286388
2126	2.21626622
2127	2.216211612
2128	2.21620371
2129	2.216200997
2130	2.216196043
2131	2.216176582
2132	2.216175992
2133	2.216015578
2134	2.215567771
2135	2.2155135
2136	2.215349379
2137	2.214725234
2138	2.214720041
2139	2.21444774
2140	2.214245765
2141	2.214167733
2142	2.214122754
2143	2.213924763
2144	2.213859471
2145	2.213742578
2146	2.213664881
2147	2.213453506
2148	2.213378398
2149	2.213246362
2150	2.213244472
2151	2.21281028
2152	2.211677389
2153	2.211323271
2154	2.211233668
2155	2.211023834
2156	2.211020405
2157	2.21093883
2158	2.210922751
2159	2.210632128
2160	2.210606114
2161	2.21027666
2162	2.209969866
2163	2.209946565
2164	2.209929296
2165	2.209908479
2166	2.209852412
2167	2.208843329
2168	2.208830075
2169	2.208825459
2170	2.208814099
2171	2.207169853
2172	2.20712177
2173	2.207111822
2174	2.206700588
2175	2.206529297
2176	2.206523611
2177	2.206144258
2178	2.206094494
2179	2.206051365
2180	2.20604781
2181	2.205758796
2182	2.205649651
2183	2.205598454
2184	2.205426129
2185	2.205088551
2186	2.204871137
2187	2.20463402
2188	2.20425363
2189	2.203937221
2190	2.203860484
2191	2.203709967
2192	2.199409425
2193	2.19912049
2194	2.199117281
2195	2.199116805
2196	2.199088159
2197	2.198667816
2198	2.198626919
2199	2.198491856
2200	2.198439898
2201	2.19841374
2202	2.198343588
2203	2.197985657
2204	2.197982684
2205	2.197973883
2206	2.196097884
2207	2.196078959
2208	2.196026943
2209	2.195817203
2210	2.195744468
2211	2.195742087
2212	2.195385041
2213	2.195330985
2214	2.195159998
2215	2.19515071
2216	2.194971253
2217	2.194540354
2218	2.19438348
2219	2.194302001
2220	2.192981479
2221	2.192974566
2222	2.192967176
2223	2.192892439
2224	2.18992235
2225	2.189852164
2226	2.189149825
2227	2.189140512
2228	2.188967011
2229	2.188944441
2230	2.188935127
2231	2.188485123
2232	2.188471268
2233	2.188449172
2234	2.187698829
2235	2.184700502
2236	2.184593296
2237	2.184583604
2238	2.184580971
2239	2.184576664
2240	2.183982623
2241	2.183972569
2242	2.18347701
2243	2.183471503
2244	2.18338387
2245	2.18334532
2246	2.18332401
2247	2.183321615
2248	2.182926855
2249	2.18292458
2250	2.182716934
2251	2.18270879
2252	2.182672384
2253	2.182625079
2254	2.182277147
2255	2.182270319
2256	2.182263372
2257	2.182260857
2258	2.182216058
2259	2.182018168
2260	2.181855362
2261	2.181849252
2262	2.181722017
2263	2.181697576
2264	2.181060325
2265	2.18052886
2266	2.180522147
2267	2.180385005
2268	2.180077002
2269	2.179937433
2270	2.179793538
2271	2.179675418
2272	2.179328454
2273	2.179258167
2274	2.179249891
2275	2.179186438
2276	2.178982994
2277	2.178187149
2278	2.178178629
2279	2.178171308
2280	2.178168908
2281	2.178157988
2282	2.178150667
2283	2.178146707
2284	2.178137706
2285	2.178133986
2286	2.178112025
2287	2.178108064
2288	2.178102784
2289	2.178098584
2290	2.177952647
2291	2.177950127
2292	2.177944246
2293	2.177768292
2294	2.177713559
2295	2.177711759
2296	2.177635058
2297	2.177306497
2298	2.177302175
2299	2.17729125
2300	2.177284527
2301	2.177255114
2302	2.17688531
2303	2.176884709
2304	2.176866217
2305	2.176863336
2306	2.174874422
2307	2.174773462
2308	2.174648098
2309	2.174627303
2310	2.174547969
2311	2.174538232
2312	2.174386887
2313	2.174325337
2314	2.174200066
2315	2.17364095
2316	2.173624835
2317	2.173392608
2318	2.173391044
2319	2.173381904
2320	2.173285325
2321	2.173022507
2322	2.173009035
2323	2.172985939
2324	2.172983292
2325	2.172865042
2326	2.172834005
2327	2.172833885
2328	2.172816561
2329	2.172595557
2330	2.172586533
2331	2.172561026
2332	2.172421336
2333	2.172418689
2334	2.17066186
2335	2.170660656
2336	2.170655719
2337	2.170449187
2338	2.170437264
2339	2.170087739
2340	2.17004305
2341	2.170004866
2342	2.170002577
2343	2.169998602
2344	2.169994025
2345	2.169969933
2346	2.169965476
2347	2.169929338
2348	2.169925242
2349	2.169783334
2350	2.16970828
2351	2.169704546
2352	2.169704064
2353	2.169683824
2354	2.169492742
2355	2.169486597
2356	2.169474669
2357	2.169468886
2358	2.16946503
2359	2.169459488
2360	2.169453102
2361	2.169449969
2362	2.169417919
2363	2.169348516
2364	2.169334177
2365	2.169331768
2366	2.169120892
2367	2.169118964
2368	2.169044128
2369	2.169039428
2370	2.168978449
2371	2.168966277
2372	2.168947477
2373	2.168818521
2374	2.168780074
2375	2.168666054
2376	2.168664849
2377	2.168663643
2378	2.168638211
2379	2.168636885
2380	2.168636765
2381	2.168631341
2382	2.168630135
2383	2.168629171
2384	2.168628809
2385	2.168567216
2386	2.168563359
2387	2.168556247
2388	2.168535876
2389	2.16832203
2390	2.168317569
2391	2.16830021
2392	2.168166755
2393	2.168166514
2394	2.168091284
2395	2.166276406
2396	2.166242378
2397	2.166240327
2398	2.166238638
2399	2.16623731
2400	2.166077421
2401	2.166075008
2402	2.166073077
2403	2.165865867
2404	2.165859591
2405	2.165479271
2406	2.165414328
2407	2.165153694
2408	2.164936254
2409	2.164800418
2410	2.164570504
2411	2.163722002
2412	2.163696512
2413	2.163311099
2414	2.161459072
2415	2.161380101
2416	2.161285284
2417	2.160863998
2418	2.160640077
2419	2.160633061
2420	2.16049393
2421	2.160344626
2422	2.160119199
2423	2.160086527
2424	2.159533076
2425	2.159260353
2426	2.158395957
2427	2.158390023
2428	2.158388691
2429	2.158358414
2430	2.15835793
2431	2.158213929
2432	2.158213566
2433	2.158147678
2434	2.158087239
2435	2.158007054
2436	2.157917903
2437	2.157913785
2438	2.157664965
2439	2.157584038
2440	2.155900357
2441	2.155869682
2442	2.155210847
2443	2.155208421
2444	2.15520454
2445	2.155013145
2446	2.154985247
2447	2.154919746
2448	2.15481215
2449	2.154750525
2450	2.154666698
2451	2.154663059
2452	2.154658206
2453	2.154649472
2454	2.154429879
2455	2.152426066
2456	2.152327089
2457	2.152249605
2458	2.152220335
2459	2.151996122
2460	2.151967456
2461	2.151808207
2462	2.151787313
2463	2.151617725
2464	2.151494291
2465	2.149113524
2466	2.148914774
2467	2.148665156
2468	2.148174715
2469	2.148142226
2470	2.148026624
2471	2.147993037
2472	2.147723109
2473	2.147621359
2474	2.147608093
2475	2.147563423
2476	2.14751924
2477	2.147488932
2478	2.14735674
2479	2.147350045
2480	2.147325334
2481	2.147302083
2482	2.147296849
2483	2.14729271
2484	2.147290762
2485	2.146722689
2486	2.146634774
2487	2.14656159
2488	2.146293064
2489	2.146283321
2490	2.146247272
2491	2.146242643
2492	2.146219747
2493	2.146213292
2494	2.146196484
2495	2.146122311
2496	2.145991374
2497	2.145068259
2498	2.145064725
2499	2.14506107
2500	2.145001968
2501	2.144983445
2502	2.144979423
2503	2.144963581
2504	2.14495042
2505	2.144812953
2506	2.143884331
2507	2.143874821
2508	2.143856898
2509	2.143853728
2510	2.143841535
2511	2.14384056
2512	2.14382727
2513	2.143204981
2514	2.14310509
2515	2.142938474
2516	2.142908833
2517	2.14285016
2518	2.141978288
2519	2.141676967
2520	2.141322503
2521	2.141312493
2522	2.141311517
2523	2.141307366
2524	2.140724518
2525	2.140411663
2526	2.14024386
2527	2.140117205
2528	2.139998849
2529	2.139883784
2530	2.139871324
2531	2.139847993
2532	2.139835044
2533	2.139831013
2534	2.1397499
2535	2.139618818
2536	2.139613321
2537	2.139592308
2538	2.139560788
2539	2.139540263
2540	2.13939976
2541	2.139382899
2542	2.139350032
2543	2.139331216
2544	2.139310078
2545	2.13927892
2546	2.139273544
2547	2.13924092
2548	2.139088666
2549	2.138884097
2550	2.138493479
2551	2.138479056
2552	2.13839618
2553	2.138279073
2554	2.138189344
2555	2.138186043
2556	2.138181764
2557	2.138178341
2558	2.138175163
2559	2.138134331
2560	2.138013909
2561	2.137939085
2562	2.137927225
2563	2.13792209
2564	2.137914509
2565	2.137665441
2566	2.137478345
2567	2.137299427
2568	2.137157309
2569	2.13715523
2570	2.137058604
2571	2.137054812
2572	2.137050776
2573	2.136981055
2574	2.136857143
2575	2.136566233
2576	2.136526104
2577	2.136490257
2578	2.136361177
2579	2.135534638
2580	2.135426555
2581	2.135115494
2582	2.134926461
2583	2.134921563
2584	2.134792266
2585	2.134548711
2586	2.134528383
2587	2.134415228
2588	2.134402124
2589	2.134399185
2590	2.134395388
2591	2.134222703
2592	2.13413905
2593	2.133960832
2594	2.133839317
2595	2.133689496
2596	2.13364282
2597	2.133641962
2598	2.133637062
2599	2.133635837
2600	2.133027731
2601	2.133025525
2602	2.13302381
2603	2.133003589
2604	2.133002364
2605	2.133000648
2606	2.132999913
2607	2.132970992
2608	2.132657244
2609	2.132436368
2610	2.132405233
2611	2.132261072
2612	2.132182246
2613	2.132114818
2614	2.132074238
2615	2.131851462
2616	2.131774705
2617	2.131722101
2618	2.131719404
2619	2.131664592
2620	2.131520013
2621	2.131513882
2622	2.131457961
2623	2.131447169
2624	2.13144398
2625	2.131306991
2626	2.131287736
2627	2.131286264
2628	2.130892168
2629	2.130891555
2630	2.130842732
2631	2.130837703
2632	2.130827521
2633	2.130813045
2634	2.130811205
2635	2.130803722
2636	2.130801637
2637	2.130801146
2638	2.130800656
2639	2.13060167
2640	2.130601057
2641	2.130600566
2642	2.130579464
2643	2.130429782
2644	2.130423033
2645	2.130408065
2646	2.13033874
2647	2.130321562
2648	2.130222172
2649	2.130210392
2650	2.129936492
2651	2.12993551
2652	2.129773018
2653	2.129651509
2654	2.12957811
2655	2.129527662
2656	2.129310143
2657	2.12918247
2658	2.129150673
2659	2.129140851
2660	2.128908683
2661	2.128862884
2662	2.128862393
2663	2.128819786
2664	2.128818067
2665	2.128700802
2666	2.128661507
2667	2.128630071
2668	2.128629089
2669	2.128624668
2670	2.12857432
2671	2.12833472
2672	2.128106394
2673	2.128102218
2674	2.128079003
2675	2.128077898
2676	2.127833083
2677	2.127824238
2678	2.127823624
2679	2.127823009
2680	2.127774485
2681	2.127540447
2682	2.127509117
2683	2.127493145
2684	2.127474224
2685	2.12746808
2686	2.127429377
2687	2.12741365
2688	2.127236466
2689	2.12721914
2690	2.127194441
2691	2.127191861
2692	2.127190878
2693	2.127130788
2694	2.127089621
2695	2.126919169
2696	2.126708144
2697	2.126704948
2698	2.126499802
2699	2.126478906
2700	2.126328074
2701	2.126309143
2702	2.125819323
2703	2.123123788
2704	2.122892069
2705	2.122454049
2706	2.120344943
2707	2.119897149
2708	2.119869899
2709	2.119869282
2710	2.119633508
2711	2.119531644
2712	2.118983761
2713	2.118970685
2714	2.118961803
2715	2.118960569
2716	2.118879151
2717	2.11858861
2718	2.118560109
2719	2.118477934
2720	2.118466213
2721	2.118331716
2722	2.118044061
2723	2.118033448
2724	2.118022094
2725	2.118006791
2726	2.117921633
2727	2.117679224
2728	2.117592078
2729	2.117296051
2730	2.117280743
2731	2.117272841
2732	2.117109378
2733	2.117109007
2734	2.117087277
2735	2.116914045
2736	2.116361037
2737	2.116358567
2738	2.116347204
2739	2.116235918
2740	2.116233447
2741	2.116045815
2742	2.116043345
2743	2.116028274
2744	2.115962061
2745	2.115905111
2746	2.115904247
2747	2.115376925
2748	2.115376184
2749	2.115214427
2750	2.115199598
2751	2.115187981
2752	2.11518588
2753	2.115184645
2754	2.114827842
2755	2.114780255
2756	2.114769873
2757	2.114756771
2758	2.114638849
2759	2.114508683
2760	2.114496939
2761	2.11415362
2762	2.114152755
2763	2.114123823
2764	2.113983857
2765	2.113975078
2766	2.113974583
2767	2.113966299
2768	2.113965804
2769	2.11395653
2770	2.113956159
2771	2.113955665
2772	2.113954181
2773	2.113937364
2774	2.113936746
2775	2.11393316
2776	2.113909666
2777	2.113892602
2778	2.113844994
2779	2.113837327
2780	2.113674711
2781	2.113674093
2782	2.113580722
2783	2.113575899
2784	2.113350183
2785	2.113348204
2786	2.113340907
2787	2.113279557
2788	2.110188374
2789	2.109895521
2790	2.109893043
2791	2.109017462
2792	2.108983502
2793	2.108976066
2794	2.10894508
2795	2.108943344
2796	2.108921034
2797	2.108917688
2798	2.108908392
2799	2.108905665
2800	2.108810967
2801	2.108554122
2802	2.108524741
2803	2.10852313
2804	2.108487054
2805	2.108340515
2806	2.107735529
2807	2.107728088
2808	2.107644251
2809	2.106112901
2810	2.105198498
2811	2.105195891
2812	2.105184219
2813	2.105176521
2814	2.105090844
2815	2.105076316
2816	2.105059429
2817	2.105058932
2818	2.105039188
2819	2.105038692
2820	2.105025281
2821	2.105007151
2822	2.105005537
2823	2.104923206
2824	2.104922213
2825	2.104920101
2826	2.104880487
2827	2.104877258
2828	2.104867324
2829	2.104864716
2830	2.104864343
2831	2.104852918
2832	2.104851552
2833	2.104849813
2834	2.104749841
2835	2.10439984
2836	2.104397356
2837	2.104372513
2838	2.1043627
2839	2.104360216
2840	2.10435885
2841	2.104358104
2842	2.104357235
2843	2.104280593
2844	2.104279599
2845	2.10427786
2846	2.104275127
2847	2.102809818
2848	2.102779487
2849	2.102777249
2850	2.102763948
2851	2.102747166
2852	2.10274642
2853	2.102745675
2854	2.102718575
2855	2.102646473
2856	2.102646224
2857	2.100861781
2858	2.100861532
2859	2.100613421
2860	2.10061255
2861	2.100605208
2862	2.100604835
2863	2.100604213
2864	2.100602968
2865	2.100589031
2866	2.100561282
2867	2.100535025
2868	2.100534527
2869	2.100532536
2870	2.100490723
2871	2.100461479
2872	2.100461106
2873	2.100439328
2874	2.100406971
2875	2.100405104
2876	2.100401122
2877	2.100400624
2878	2.100288866
2879	2.100273185
2880	2.100265842
2881	2.100265717
2882	2.100214689
2883	2.100213445
2884	2.100197016
2885	2.100099436
2886	2.100083878
2887	2.100059109
2888	2.099890571
2889	2.099877749
2890	2.099877251
2891	2.099876878
2892	2.099849741
2893	2.099847998
2894	2.099783392
2895	2.099700234
2896	2.099600514
2897	2.099593169
2898	2.099591426
2899	2.099590555
2900	2.099577482
2901	2.099577109
2902	2.099549097
2903	2.099529052
2904	2.099522827
2905	2.099214789
2906	2.099102096
2907	2.099095497
2908	2.098560339
2909	2.098411487
2910	2.098407376
2911	2.09839766
2912	2.098240574
2913	2.098227244
2914	2.097870797
2915	2.097770617
2916	2.09776825
2917	2.097767128
2918	2.097740587
2919	2.096979476
2920	2.096978728
2921	2.096977731
2922	2.09697611
2923	2.09697424
2924	2.096973742
2925	2.096714449
2926	2.096688393
2927	2.096688269
2928	2.096686274
2929	2.09499832
2930	2.094995949
2931	2.094931067
2932	2.094927449
2933	2.094927075
2934	2.094925203
2935	2.094924954
2936	2.094920961
2937	2.094665033
2938	2.09466366
2939	2.094662787
2940	2.094654675
2941	2.094653927
2942	2.094448886
2943	2.09444639
2944	2.094422303
2945	2.094421554
2946	2.094362022
2947	2.094356655
2948	2.09429425
2949	2.094254934
2950	2.094244574
2951	2.094244325
2952	2.094243576
2953	2.094219112
2954	2.094192027
2955	2.094191902
2956	2.094185661
2957	2.094061213
2958	2.094059591
2959	2.093894689
2960	2.093837077
2961	2.09377191
2962	2.093769476
2963	2.093767853
2964	2.093760924
2965	2.093455347
2966	2.093377806
2967	2.093198178
2968	2.093162463
2969	2.091241626
2970	2.091241314
2971	2.091135003
2972	2.091129691
2973	2.091075377
2974	2.091075127
2975	2.091074627
2976	2.09107419
2977	2.091051252
2978	2.091047251
2979	2.091045876
2980	2.090843107
2981	2.090843045
2982	2.090815478
2983	2.090814103
2984	2.090813853
2985	2.09081104
2986	2.09059637
2987	2.09035248
2988	2.090352105
2989	2.090351792
2990	2.090214111
2991	2.090210172
2992	2.090209859
2993	2.090153646
2994	2.090147268
2995	2.089957919
2996	2.089948914
2997	2.089938283
2998	2.089914957
2999	2.089889254
3000	2.089888942
3001	2.089888004
3002	2.089886503
3003	2.089874996
3004	2.089839599
3005	2.089700383
3006	2.089699757
3007	2.089698444
3008	2.089659792
3009	2.089601562
3010	2.089589303
3011	2.089555403
3012	2.088944601
3013	2.088941973
3014	2.088941723
3015	2.088868707
3016	2.088867456
3017	2.088825222
3018	2.088553403
3019	2.087807848
3020	2.087769474
3021	2.087675383
3022	2.087669811
3023	2.087667182
3024	2.087666618
3025	2.087659231
3026	2.087570519
3027	2.087570143
3028	2.087567639
3029	2.087557935
3030	2.087547605
3031	2.087532704
3032	2.087047123
3033	2.086378206
3034	2.086088527
3035	2.086049808
3036	2.086029007
3037	2.085988846
3038	2.085973997
3039	2.085972994
3040	2.085970989
3041	2.085817103
3042	2.085816665
3043	2.085816602
3044	2.085686955
3045	2.085659885
3046	2.085639519
3047	2.085602922
3048	2.085591893
3049	2.085525967
3050	2.085205269
3051	2.085204955
3052	2.085204329
3053	2.085199189
3054	2.085199189
3055	2.084519084
3056	2.084515761
3057	2.084508174
3058	2.084506544
3059	2.084453124
3060	2.084443154
3061	2.084441775
3062	2.084441461
3063	2.084440396
3064	2.084431617
3065	2.084428608
3066	2.084428232
3067	2.084421585
3068	2.08410912
3069	2.083945752
3070	2.083883224
3071	2.083878457
3072	2.083878144
3073	2.083872687
3074	2.08381624
3075	2.083745742
3076	2.083736208
3077	2.083563151
3078	2.083475895
3079	2.083469936
3080	2.083465231
3081	2.083458331
3082	2.083393655
3083	2.083389891
3084	2.083389765
3085	2.083386629
3086	2.083384872
3087	2.083382802
3088	2.083321198
3089	2.083319253
3090	2.083314862
3091	2.083310721
3092	2.083222075
3093	2.08322082
3094	2.083220506
3095	2.083217495
3096	2.08315783
3097	2.08315576
3098	2.082923862
3099	2.082923799
3100	2.082841097
3101	2.082783305
3102	2.08270361
3103	2.082661314
3104	2.082659619
3105	2.08261977
3106	2.082619582
3107	2.082546031
3108	2.08254578
3109	2.082526764
3110	2.082526325
3111	2.082472791
3112	2.082310801
3113	2.082292536
3114	2.082289774
3115	2.082279732
3116	2.082274271
3117	2.082150932
3118	2.082150681
3119	2.082150367
3120	2.082148233
3121	2.082123815
3122	2.082123627
3123	2.082123188
3124	2.082122434
3125	2.082122246
3126	2.082118166
3127	2.082084018
3128	2.082084018
3129	2.081955081
3130	2.081764987
3131	2.081741946
3132	2.081705218
3133	2.081578769
3134	2.081575253
3135	2.081422926
3136	2.081360573
3137	2.081359882
3138	2.081056064
3139	2.081055059
3140	2.081053928
3141	2.080971341
3142	2.080966003
3143	2.080960664
3144	2.080960224
3145	2.080957712
3146	2.080917767
3147	2.080660243
3148	2.08062249
3149	2.080598683
3150	2.080583733
3151	2.080580592
3152	2.080021004
3153	2.079984245
3154	2.079745584
3155	2.079583318
3156	2.079276223
3157	2.079273332
3158	2.079268806
3159	2.079268052
3160	2.079149312
3161	2.078609082
3162	2.078596947
3163	2.078302912
3164	2.0782948
3165	2.078263294
3166	2.077952293
3167	2.077785358
3168	2.07765823
3169	2.077531975
3170	2.077474978
3171	2.077383755
3172	2.07718972
3173	2.077186574
3174	2.077184875
3175	2.07718412
3176	2.077131078
3177	2.077100372
3178	2.077098358
3179	2.07699768
3180	2.076996862
3181	2.076996107
3182	2.076954135
3183	2.076953631
3184	2.076798196
3185	2.07679763
3186	2.076771135
3187	2.07664835
3188	2.076642938
3189	2.076635449
3190	2.07592194
3191	2.075919296
3192	2.075910797
3193	2.075902486
3194	2.075901227
3195	2.075861562
3196	2.075823849
3197	2.075793313
3198	2.075488743
3199	2.075233693
3200	2.075128201
3201	2.074837265
3202	2.074835312
3203	2.074519829
3204	2.074496833
3205	2.074488265
3206	2.07435413
3207	2.074349783
3208	2.074348334
3209	2.0742433
3210	2.073981166
3211	2.073817693
3212	2.073817567
3213	2.073506025
3214	2.073502811
3215	2.073418662
3216	2.073297885
3217	2.073296876
