iter	RMSE
453	2.793118518
454	2.792887168
455	2.79266207
456	2.790423108
457	2.789600521
458	2.789114913
459	2.788749385
460	2.787985185
461	2.787036017
462	2.786734845
463	2.785331918
464	2.782783206
465	2.782637983
466	2.780169916
467	2.780105323
468	2.77992282
469	2.779750742
470	2.779317867
471	2.779190428
472	2.779162776
473	2.779095432
474	2.778516735
475	2.778402712
476	2.778208336
477	2.77690154
478	2.776179461
479	2.77611487
480	2.77591732
481	2.77575168
482	2.775619839
483	2.775349451
484	2.772349305
485	2.771069743
486	2.77086589
487	2.769922369
488	2.769783172
489	2.768340684
490	2.768254947
491	2.768077989
492	2.768019064
493	2.767994322
494	2.767849929
495	2.765477269
496	2.765325372
497	2.761998736
498	2.761742347
499	2.76152692
500	2.760234955
501	2.758441334
502	2.75814339
503	2.755505309
504	2.755321461
505	2.750178121
506	2.750137251
507	2.749984982
508	2.749906658
509	2.749568241
510	2.749121676
511	2.748729624
512	2.748658777
513	2.748469525
514	2.748126365
515	2.74749957
516	2.747320039
517	2.746538315
518	2.746385846
519	2.745730379
520	2.745160455
521	2.745056664
522	2.744929253
523	2.7448365
524	2.744165232
525	2.742716418
526	2.742669147
527	2.741662341
528	2.740644293
529	2.739631209
530	2.739340761
531	2.739326448
532	2.73922797
533	2.739165084
534	2.738992736
535	2.738511421
536	2.738250733
537	2.738215508
538	2.737961188
539	2.737881947
540	2.737451332
541	2.737304851
542	2.736949786
543	2.736840526
544	2.736796687
545	2.736744824
546	2.736077208
547	2.730830813
548	2.730707907
549	2.730654015
550	2.730578486
551	2.730332837
552	2.730320775
553	2.729954844
554	2.729888009
555	2.729878626
556	2.728912504
557	2.728866143
558	2.728595241
559	2.728507968
560	2.727831437
561	2.727379492
562	2.726246809
563	2.726109314
564	2.725886469
565	2.725440435
566	2.725346156
567	2.725325247
568	2.724636701
569	2.724606864
570	2.724480799
571	2.724453072
572	2.724172711
573	2.724034344
574	2.723976768
575	2.723569292
576	2.723347007
577	2.723337217
578	2.723055781
579	2.72305079
580	2.723048294
581	2.72246162
582	2.722343233
583	2.722310011
584	2.722301753
585	2.722081573
586	2.72196413
587	2.721113836
588	2.721039099
589	2.720806904
590	2.720530876
591	2.720458622
592	2.720406063
593	2.719976526
594	2.719963648
595	2.719911464
596	2.717477135
597	2.717075034
598	2.71682903
599	2.716051426
600	2.716023709
601	2.715934685
602	2.715069024
603	2.714670995
604	2.714649138
605	2.714291976
606	2.714213777
607	2.713934671
608	2.711167287
609	2.710930292
610	2.710218028
611	2.709764689
612	2.709191058
613	2.708469265
614	2.708089184
615	2.708069301
616	2.707926828
617	2.707228643
618	2.706680743
619	2.706645397
620	2.706174169
621	2.70533785
622	2.705092615
623	2.69851747
624	2.697196389
625	2.696118408
626	2.696085832
627	2.69594738
628	2.695828508
629	2.695794862
630	2.695703133
631	2.695532661
632	2.695375464
633	2.694401045
634	2.693674221
635	2.693652193
636	2.693363677
637	2.693253522
638	2.693086778
639	2.692786261
640	2.692649193
641	2.692631525
642	2.691827219
643	2.691682722
644	2.691584443
645	2.691352912
646	2.690151522
647	2.68855645
648	2.688538269
649	2.688413138
650	2.68831474
651	2.688079718
652	2.688023609
653	2.686691726
654	2.686342523
655	2.686174571
656	2.686153844
657	2.685927975
658	2.68539617
659	2.684138651
660	2.68359003
661	2.68251272
662	2.682445776
663	2.682318509
664	2.682190456
665	2.681800803
666	2.681778775
667	2.68172039
668	2.681493953
669	2.680461342
670	2.680439205
671	2.680382839
672	2.676778883
673	2.676744802
674	2.67667205
675	2.676109688
676	2.67600781
677	2.675925367
678	2.675855034
679	2.675635623
680	2.675497969
681	2.674666132
682	2.674624303
683	2.67409895
684	2.674069136
685	2.674057895
686	2.673790141
687	2.673581706
688	2.673398383
689	2.673386944
690	2.673339229
691	2.672009612
692	2.671877054
693	2.671652131
694	2.671036064
695	2.67063803
696	2.670465175
697	2.670436006
698	2.670277234
699	2.669145291
700	2.66899839
701	2.668697219
702	2.668621602
703	2.668496027
704	2.668004737
705	2.667324423
706	2.667305608
707	2.667263664
708	2.66572795
709	2.660091476
710	2.660038511
711	2.659320185
712	2.659216385
713	2.659042689
714	2.658808225
715	2.658655739
716	2.658512192
717	2.657341695
718	2.657321924
719	2.656816171
720	2.656636907
721	2.654500148
722	2.653883251
723	2.653732944
724	2.653123554
725	2.653078824
726	2.65306976
727	2.652722339
728	2.65268391
729	2.65117485
730	2.651151088
731	2.651071027
732	2.650278865
733	2.649842398
734	2.649777785
735	2.649085588
736	2.648521218
737	2.648483024
738	2.648344847
739	2.648323429
740	2.648102033
741	2.648020201
742	2.646693865
743	2.64619428
744	2.646109723
745	2.644937493
746	2.644923657
747	2.644875824
748	2.644867522
749	2.644648703
750	2.64463279
751	2.644621424
752	2.644599284
753	2.64456291
754	2.644539979
755	2.644437774
756	2.644320046
757	2.644247192
758	2.64410741
759	2.64384117
760	2.643775916
761	2.643385149
762	2.64276635
763	2.642744491
764	2.641746108
765	2.641595012
766	2.641564139
767	2.638220752
768	2.637433749
769	2.637046503
770	2.634778083
771	2.634287848
772	2.634240616
773	2.634182467
774	2.633686563
775	2.633663736
776	2.633533218
777	2.632126293
778	2.631911182
779	2.631032481
780	2.629927081
781	2.629899053
782	2.629890505
783	2.629236418
784	2.628937154
785	2.62892393
786	2.628839413
787	2.628344391
788	2.627025036
789	2.626997374
790	2.626629886
791	2.62641741
792	2.625750114
793	2.625734485
794	2.625225037
795	2.625208608
796	2.62508464
797	2.624848039
798	2.624810795
799	2.624268696
800	2.624173372
801	2.623284705
802	2.623097269
803	2.623016551
804	2.622965628
805	2.622756542
806	2.622660465
807	2.622005572
808	2.62196719
809	2.621639577
810	2.621567788
811	2.621524614
812	2.621305442
813	2.620809795
814	2.620749752
815	2.618691915
816	2.61827594
817	2.617124303
818	2.616210162
819	2.616204867
820	2.615993442
821	2.615934289
822	2.615579437
823	2.615565646
824	2.615305896
825	2.615177261
826	2.614048958
827	2.613905661
828	2.613757655
829	2.609762245
830	2.609350658
831	2.607970177
832	2.60760502
833	2.607587377
834	2.607140856
835	2.606241968
836	2.605905357
837	2.605539409
838	2.605380294
839	2.605285081
840	2.605183643
841	2.605174212
842	2.605131468
843	2.604891149
844	2.604882519
845	2.604871982
846	2.604736108
847	2.604540614
848	2.604523051
849	2.60401136
850	2.603742426
851	2.603556094
852	2.603278779
853	2.603144027
854	2.602940579
855	2.602931542
856	2.60282951
857	2.602662295
858	2.602657977
859	2.602423355
860	2.5995442
861	2.599280234
862	2.599178563
863	2.598983757
864	2.598976716
865	2.598097239
866	2.597979221
867	2.597917243
868	2.597818939
869	2.597810587
870	2.597055121
871	2.596311516
872	2.595992547
873	2.595751683
874	2.59548844
875	2.595482196
876	2.595371311
877	2.5952995
878	2.595273717
879	2.595023721
880	2.59452144
881	2.589773685
882	2.589124607
883	2.589011734
884	2.588980435
885	2.588401749
886	2.587863841
887	2.587860306
888	2.587804044
889	2.58762616
890	2.587454023
891	2.587451901
892	2.587341077
893	2.587251868
894	2.587158614
895	2.587121231
896	2.586958356
897	2.583120242
898	2.583000933
899	2.582918658
900	2.582861176
901	2.582843465
902	2.582558461
903	2.582468176
904	2.582448641
905	2.581566773
906	2.575485618
907	2.57523157
908	2.575191679
909	2.575172191
910	2.574790707
911	2.574704414
912	2.574674972
913	2.574639235
914	2.574170142
915	2.574051434
916	2.574022086
917	2.573925206
918	2.573561413
919	2.573518043
920	2.573461468
921	2.573443998
922	2.572341389
923	2.57206264
924	2.571906433
925	2.5714958
926	2.571435623
927	2.571280802
928	2.57029361
929	2.569939373
930	2.569915674
931	2.569892992
932	2.567141901
933	2.566952708
934	2.566817678
935	2.561236436
936	2.56113009
937	2.559360142
938	2.559321331
939	2.558992645
940	2.558861076
941	2.55880622
942	2.558585864
943	2.558426792
944	2.558300814
945	2.557575683
946	2.557471842
947	2.557323739
948	2.557309327
949	2.557068909
950	2.555982246
951	2.555635231
952	2.555137791
953	2.554854709
954	2.554613036
955	2.554515215
956	2.55417322
957	2.553956456
958	2.553905793
959	2.553830257
960	2.552901438
961	2.552699824
962	2.552399062
963	2.552079009
964	2.541448882
965	2.540755566
966	2.540405956
967	2.540384554
968	2.540357596
969	2.539868381
970	2.538704137
971	2.538678808
972	2.538198126
973	2.538186283
974	2.538182988
975	2.538085666
976	2.537760615
977	2.537690367
978	2.537477758
979	2.537018073
980	2.534239134
981	2.534213141
982	2.534202723
983	2.533400431
984	2.529122235
985	2.526834824
986	2.526825204
987	2.526355614
988	2.526081207
989	2.526075205
990	2.525843094
991	2.525816084
992	2.524953982
993	2.524930172
994	2.524832649
995	2.524535091
996	2.524379257
997	2.522959639
998	2.522429537
999	2.522368811
1000	2.519976938
1001	2.519954947
1002	2.519812005
1003	2.519263395
1004	2.518970159
1005	2.517947613
1006	2.517390082
1007	2.517028296
1008	2.516941996
1009	2.516853407
1010	2.516638207
1011	2.516529561
1012	2.516446463
1013	2.516165469
1014	2.515864911
1015	2.51573462
1016	2.515516414
1017	2.512843415
1018	2.512807423
1019	2.512105786
1020	2.511535926
1021	2.510873182
1022	2.510824149
1023	2.510633523
1024	2.510466102
1025	2.510170068
1026	2.509312904
1027	2.509089555
1028	2.507330619
1029	2.506631203
1030	2.506626615
1031	2.506048834
1032	2.506042784
1033	2.50588507
1034	2.505838547
1035	2.505562518
1036	2.504776411
1037	2.504220541
1038	2.504178684
1039	2.504092984
1040	2.503485905
1041	2.503339516
1042	2.503117201
1043	2.502930688
1044	2.502888705
1045	2.502593446
1046	2.50256044
1047	2.502289691
1048	2.501832213
1049	2.501712476
1050	2.501486359
1051	2.501375383
1052	2.501336509
1053	2.501119973
1054	2.501083812
1055	2.500948466
1056	2.500302152
1057	2.499937056
1058	2.499453734
1059	2.499421105
1060	2.499050547
1061	2.498646038
1062	2.498397568
1063	2.498274737
1064	2.498150225
1065	2.497973491
1066	2.49792682
1067	2.496055298
1068	2.495824898
1069	2.495646952
1070	2.495566406
1071	2.494536782
1072	2.49403554
1073	2.493411336
1074	2.493338581
1075	2.493251355
1076	2.493010736
1077	2.493007276
1078	2.492925701
1079	2.490617326
1080	2.490470705
1081	2.490385689
1082	2.490150146
1083	2.488655231
1084	2.483465464
1085	2.483316631
1086	2.483078207
1087	2.483074523
1088	2.48295746
1089	2.482360902
1090	2.482262761
1091	2.481278814
1092	2.480695762
1093	2.480623266
1094	2.480340005
1095	2.479515119
1096	2.479428672
1097	2.479095614
1098	2.479095087
1099	2.479093189
1100	2.47897172
1101	2.478958961
1102	2.47873678
1103	2.478648935
1104	2.478646193
1105	2.4786386
1106	2.478637019
1107	2.47862816
1108	2.478588929
1109	2.477786669
1110	2.477475124
1111	2.477404961
1112	2.477372252
1113	2.476958189
1114	2.476601262
1115	2.476511547
1116	2.476423307
1117	2.476339919
1118	2.476222749
1119	2.476021119
1120	2.475950914
1121	2.475827708
1122	2.475617177
1123	2.475547489
1124	2.475090137
1125	2.475056236
1126	2.474956855
1127	2.47480825
1128	2.474643475
1129	2.474550415
1130	2.474501929
1131	2.473961444
1132	2.473867196
1133	2.473799783
1134	2.473711552
1135	2.473331434
1136	2.472945233
1137	2.472918174
1138	2.472865534
1139	2.468546489
1140	2.468300179
1141	2.468268091
1142	2.467630695
1143	2.467610463
1144	2.467513853
1145	2.467364482
1146	2.46724784
1147	2.467204931
1148	2.466976923
1149	2.466928607
1150	2.466855706
1151	2.466683194
1152	2.466627348
1153	2.466535469
1154	2.466336015
1155	2.465949142
1156	2.465781443
1157	2.464878514
1158	2.464821248
1159	2.46457011
1160	2.464512201
1161	2.464378558
1162	2.464329554
1163	2.464215844
1164	2.463477343
1165	2.462748173
1166	2.462106906
1167	2.461911553
1168	2.46189499
1169	2.461848378
1170	2.461699088
1171	2.461441048
1172	2.460936146
1173	2.457402434
1174	2.457219153
1175	2.457021709
1176	2.456873721
1177	2.45646546
1178	2.45613248
1179	2.455243995
1180	2.455212908
1181	2.45467563
1182	2.454620682
1183	2.454080398
1184	2.450573281
1185	2.450495734
1186	2.450451572
1187	2.448349996
1188	2.448127919
1189	2.448104856
1190	2.448023493
1191	2.447971065
1192	2.447966901
1193	2.447881903
1194	2.447744469
1195	2.447615892
1196	2.447481327
1197	2.447429207
1198	2.447372708
1199	2.446902292
1200	2.446900476
1201	2.446812129
1202	2.446798776
1203	2.44672613
1204	2.446455612
1205	2.446395671
1206	2.446257192
1207	2.446221289
1208	2.445720833
1209	2.44552898
1210	2.445524598
1211	2.444294671
1212	2.444140352
1213	2.444040034
1214	2.443831257
1215	2.443571865
1216	2.443562451
1217	2.443256813
1218	2.44318984
1219	2.443085631
1220	2.442872171
1221	2.442777044
1222	2.439281644
1223	2.438421858
1224	2.438329237
1225	2.438175291
1226	2.437531957
1227	2.437502038
1228	2.437481341
1229	2.4368803
1230	2.436292845
1231	2.435827586
1232	2.435411397
1233	2.435121696
1234	2.435087024
1235	2.434913979
1236	2.434732547
1237	2.43454509
1238	2.434399924
1239	2.434327767
1240	2.433793182
1241	2.432940696
1242	2.432751704
1243	2.432380123
1244	2.432206563
1245	2.431979358
1246	2.431909494
1247	2.431736008
1248	2.431589384
1249	2.431531764
1250	2.431507254
1251	2.429397359
1252	2.429238112
1253	2.429219927
1254	2.42910834
1255	2.429077564
1256	2.428688846
1257	2.428274016
1258	2.428140424
1259	2.428082938
1260	2.427434883
1261	2.427178154
1262	2.427050856
1263	2.427016177
1264	2.426945631
1265	2.426899426
1266	2.426695206
1267	2.426117028
1268	2.425594104
1269	2.42548817
1270	2.424990549
1271	2.424466196
1272	2.424076847
1273	2.424030047
1274	2.423082757
1275	2.42266071
1276	2.422641936
1277	2.422634059
1278	2.422507494
1279	2.422132831
1280	2.422039156
1281	2.422008613
1282	2.42196253
1283	2.421819847
1284	2.421796318
1285	2.421757462
1286	2.421738897
1287	2.421735011
1288	2.421411181
1289	2.421256807
1290	2.421231221
1291	2.421205635
1292	2.41904591
1293	2.418988964
1294	2.418698917
1295	2.418579495
1296	2.418442126
1297	2.417765323
1298	2.417642936
1299	2.417601418
1300	2.417584983
1301	2.417551249
1302	2.41749589
1303	2.41686176
1304	2.416750683
1305	2.415045501
1306	2.413379514
1307	2.412843538
1308	2.412836388
1309	2.412729351
1310	2.412326947
1311	2.41232413
1312	2.412311885
1313	2.411888061
1314	2.411872347
1315	2.410166533
1316	2.410150373
1317	2.410110895
1318	2.410009486
1319	2.409863276
1320	2.40964427
1321	2.409527545
1322	2.409526894
1323	2.409453341
1324	2.409407234
1325	2.409254044
1326	2.409069269
1327	2.40829291
1328	2.40828032
1329	2.408269249
1330	2.408254704
1331	2.407616186
1332	2.407494911
1333	2.407474608
1334	2.407472002
1335	2.407192295
1336	2.407149077
1337	2.407148099
1338	2.406983797
1339	2.406509396
1340	2.406500272
1341	2.406479634
1342	2.406413701
1343	2.406411203
1344	2.406406206
1345	2.406282154
1346	2.406267489
1347	2.406228491
1348	2.406227622
1349	2.405969717
1350	2.40241293
1351	2.402366905
1352	2.401956344
1353	2.401824445
1354	2.401712673
1355	2.399439539
1356	2.399435727
1357	2.399150507
1358	2.39914397
1359	2.399083718
1360	2.399023465
1361	2.398919953
1362	2.397060331
1363	2.39705924
1364	2.397035468
1365	2.39703176
1366	2.397029797
1367	2.396857931
1368	2.396592473
1369	2.396583311
1370	2.396465296
1371	2.396436282
1372	2.396429737
1373	2.393894783
1374	2.393827739
1375	2.393780785
1376	2.393655424
1377	2.393626376
1378	2.393581821
1379	2.393357939
1380	2.393049821
1381	2.393008204
1382	2.392942446
1383	2.392926716
1384	2.3924433
1385	2.392441333
1386	2.392146429
1387	2.391954759
1388	2.391858591
1389	2.39176067
1390	2.391741217
1391	2.391096212
1392	2.391091948
1393	2.391000337
1394	2.390959996
1395	2.390786819
1396	2.39052517
1397	2.390222046
1398	2.390195581
1399	2.390177974
1400	2.389990849
1401	2.389973788
1402	2.387859378
1403	2.387710935
1404	2.385967909
1405	2.385828333
1406	2.38564284
1407	2.385399913
1408	2.382937033
1409	2.382865512
1410	2.382814063
1411	2.382677045
1412	2.382218213
1413	2.382157863
1414	2.381742172
1415	2.381736245
1416	2.381636701
1417	2.381619031
1418	2.381522116
1419	2.38145637
1420	2.381431124
1421	2.381422124
1422	2.381180632
1423	2.380974906
1424	2.380551872
1425	2.380318199
1426	2.380316332
1427	2.380157975
1428	2.37987352
1429	2.379860669
1430	2.379818602
1431	2.379363173
1432	2.379361196
1433	2.379200248
1434	2.37796075
1435	2.377904799
1436	2.377900292
1437	2.377507824
1438	2.377416129
1439	2.373532887
1440	2.373079557
1441	2.372963897
1442	2.372264093
1443	2.372253074
1444	2.371995993
1445	2.371948717
1446	2.371918742
1447	2.371910587
1448	2.370095394
1449	2.369952126
1450	2.369336162
1451	2.36879022
1452	2.368786027
1453	2.368596992
1454	2.368412357
1455	2.36816998
1456	2.368160488
1457	2.368134218
1458	2.368112804
1459	2.368106843
1460	2.368088079
1461	2.367997785
1462	2.367738365
1463	2.367588992
1464	2.367547811
1465	2.367280833
1466	2.367076329
1467	2.367037899
1468	2.36699207
1469	2.366949554
1470	2.366825201
1471	2.366532185
1472	2.366514623
1473	2.365771257
1474	2.365703968
1475	2.36561513
1476	2.365604965
1477	2.365463082
1478	2.365199074
1479	2.365177855
1480	2.365035836
1481	2.364907294
1482	2.364859323
1483	2.364750668
1484	2.364637033
1485	2.364553461
1486	2.364549703
1487	2.362870127
1488	2.362797556
1489	2.362765363
1490	2.36273848
1491	2.362707835
1492	2.362426479
1493	2.361173415
1494	2.361165666
1495	2.361148839
1496	2.361100792
1497	2.360787579
1498	2.360692577
1499	2.360607205
1500	2.360537886
1501	2.360206546
1502	2.360115729
1503	2.360104432
1504	2.360100223
1505	2.360018263
1506	2.360004972
1507	2.359907945
1508	2.359840711
1509	2.359759628
1510	2.359629025
1511	2.359413222
1512	2.359311849
1513	2.359175572
1514	2.359151971
1515	2.358608105
1516	2.358533408
1517	2.358333465
1518	2.357907699
1519	2.357336823
1520	2.357325069
1521	2.357242458
1522	2.357135669
1523	2.357016788
1524	2.356272866
1525	2.355895214
1526	2.35569771
1527	2.355580199
1528	2.355485763
1529	2.355466343
1530	2.35531597
1531	2.355226852
1532	2.354382667
1533	2.354274417
1534	2.354233669
1535	2.354090323
1536	2.350417888
1537	2.350352607
1538	2.350127053
1539	2.350060429
1540	2.350044412
1541	2.350035847
1542	2.349971667
1543	2.34989892
1544	2.349676105
1545	2.3492955
1546	2.347832365
1547	2.347616257
1548	2.347441775
1549	2.347240776
1550	2.347129523
1551	2.347114154
1552	2.346503557
1553	2.346325316
1554	2.345768782
1555	2.345651664
1556	2.34558469
1557	2.345533984
1558	2.345500105
1559	2.344796786
1560	2.344380269
1561	2.344172428
1562	2.343765837
1563	2.343577238
1564	2.343553815
1565	2.343549688
1566	2.343455995
1567	2.343380034
1568	2.343249969
1569	2.343077393
1570	2.342657892
1571	2.339368004
1572	2.339351355
1573	2.33927392
1574	2.339207321
1575	2.339179609
1576	2.338752255
1577	2.338740073
1578	2.338505911
1579	2.337423653
1580	2.337065436
1581	2.336924841
1582	2.334818815
1583	2.334798999
1584	2.334737647
1585	2.334708649
1586	2.334567128
1587	2.334440379
1588	2.333984048
1589	2.332292659
1590	2.332103805
1591	2.332056505
1592	2.33201167
1593	2.331995192
1594	2.331977482
1595	2.331737596
1596	2.331053225
1597	2.330939517
1598	2.330922248
1599	2.330868307
1600	2.330788796
1601	2.330776459
1602	2.328853782
1603	2.328639953
1604	2.328442495
1605	2.328431381
1606	2.328335957
1607	2.32801317
1608	2.327811167
1609	2.327761085
1610	2.327743792
1611	2.327375437
1612	2.327318157
1613	2.32728918
1614	2.327167201
1615	2.327156418
1616	2.327053978
1617	2.327035556
1618	2.326915249
1619	2.326776062
1620	2.326458902
1621	2.326441936
1622	2.326250247
1623	2.326186646
1624	2.326176645
1625	2.326096861
1626	2.32602393
1627	2.325992014
1628	2.325963919
1629	2.325824788
1630	2.325793095
1631	2.325667891
1632	2.325626866
1633	2.32558157
1634	2.325283582
1635	2.324742024
1636	2.324713914
1637	2.324605519
1638	2.324595399
1639	2.324546372
1640	2.324479801
1641	2.323999581
1642	2.323992383
1643	2.323908024
1644	2.323764496
1645	2.323753922
1646	2.323646269
1647	2.323552899
1648	2.323264551
1649	2.323234511
1650	2.323226972
1651	2.323201769
1652	2.323192206
1653	2.323133022
1654	2.322921255
1655	2.322708006
1656	2.321357384
1657	2.321338242
1658	2.321317635
1659	2.321277998
1660	2.321269102
1661	2.321014144
1662	2.32100581
1663	2.320953103
