ETL,ETL-2,Perovskite,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,ETL_Passivator,HTL_Passivator,Additive,Use_Cl,PCEbest,Cs,MA,FA,Rb,Pb,Sn,I,Br,Cl,Bandgap
no,no,MAPbI3,two-step,CVD,no,na,PEDOT:PSS,polyTPD,0,0,0,0,4.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2-mZrO2,Cs0.1FA0.9PbI3,one-step,drip,no,DMSO+GBL,no,0,0,0,0,0,4.62,0.1,0,0.9,0,1,0,1,0,0,1.513616667
TiO2,no,MAPbI3,two-step,spin-spin,no,DMF,no,0,0,0,0,0,4.7,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-spin,no,DMF+graphene,no,0,0,0,0,0,4.7,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin2-3,toluene,DMSO+GBL,PEDOT:PSS,0,0,0,0,0,4.7,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,two-step,spin-spin,methylbenzene,DMF,PEDOT:PSS,0,0,0,0,0,4.7,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbBr3,one-step,spin2-3,toluene,DMF,PEDOT:PSS,0,0,0,0,0,4.7,0,1,0,0,1,0,0,1,0,2.275418182
no,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,4.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,4.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,4.7,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,4.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbIBr2,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,4.7,0,1,0,0,1,0,0.333333333,0.666666667,0,1.862632792
PCBM,no,FASnI3,one-step,spin,no,no,PEDOT:PSS,0,0,0,0,0,4.77,0,0,1,0,0,1,1,0,0,1.328415
PCBM,no,MAPbBr3,one-step,spin2-3,toluene,DMF,PEDOT:PSS-Na,0,0,0,0,0,4.8,0,1,0,0,1,0,0,1,0,2.275418182
cTiO2,mTiO2,FASnI3,one-step,spin2-3,toluene,DMF+DMSO+SnF2+pyrazine,Spiro-OMeTAD,lutidiene+TBP,0,0,0,0,4.8,0,0,1,0,0,1,1,0,0,1.328415
TiO2,no,MAPbBr3,one-step,spin,no,DMF,P3HT,0,0,0,0,0,4.8,0,1,0,0,1,0,0,1,0,2.275418182
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,CuSCN,0,0,0,0,0,4.8,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,ZnO-na0column,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,4.8,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,4.8,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,ZnO-na0rod,MAPbI3,one-step,spin,toluene,DMF,P3HT,0,0,0,0,0,4.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,CsPbI3,two-step,spin-dip,no,DMF,CBP,0,0,0,0,0,4.9,1,0,0,0,1,0,1,0,0,1.686142745
TiO2,no,MAPbI3,one-step,spin,chlorobenzene,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,4.9,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,mAl2O3,MAPbI3,one-step,spin,no,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,4.9,0,1,0,0,1,0,1,0,0,1.530113848
no,mTiO2,MAPbI3,one-step,spin,no,DMF,P3HT,Li+TBP,0,0,0,0,4.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,CuSCN,0,0,0,0,0,4.9,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-dip,no,DMF,DR3TBDTT,0,0,0,0,Cl,4.9,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,BCP,MAPbI3,one-step,spin,no,DMF,NiOx,0,0,0,0,0,4.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,TiO2-na0wire,MAPbI2Br,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,4.9,0,1,0,0,1,0,0.666666667,0.333333333,0,1.829682619
cTiO2,mTiO2,CsPbBr3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,5,1,0,0,0,1,0,0,1,0,2.263672727
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,CsPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,5,1,0,0,0,1,0,1,0,0,1.686142745
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,CuMePc,0,0,0,0,Cl,5,0,1,0,0,1,0,1,0,0,1.530113848
TiO2-O2treated,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,5,0,1,0,0,1,0,1,0,0,1.530113848
TiO2-Li,no,MAPbI3,one-step,spin2-3,no,GBL,PTAA,Li+TBP,0,0,0,0,5,0,1,0,0,1,0,1,0,0,1.530113848
no,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,5,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,0,5,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,ZnO-na0rod,MAPbI3,one-step,spin,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,5,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-spin,no,DMF,TPADPP-1,Li+TBP,0,0,0,Cl,5.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,PCDTBT-PCPDTBT,0,0,0,0,0,5.1,0,1,0,0,1,0,1,0,0,1.530113848
BCP,no,MAPbI3,one-step,spin,toluene,DMSO+GBL,PEDOT:PSS,0,0,0,0,0,5.1,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,BCP,MAPbI3,one-step,spin2-3,toluene,DMF,NiOx,0,0,0,0,0,5.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,5.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,PCBM,0,0,0,0,Cl,5.1,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,na,GO,0,0,0,0,Cl,5.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,CuSCN,0,0,0,0,0,5.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,5.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,no,0,0,0,0,0,5.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,DEPT-SC,Li+TBP,0,0,0,0,5.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,5.2,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,diethylether,DMF+DMSO,F4-TCNQ-PTAA,0,0,0,0,0,5.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,5.3,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,two-step,spin-dip,no,DMF,PEDOT:PSS,0,0,0,0,0,5.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,no,GBL,PCPDTBT,0,0,0,0,0,5.3,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin2-3,toluene,DMSO+GBL,no,0,0,0,0,0,5.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,FAPbBr3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,5.4,0,0,1,0,1,0,0,1,0,2.238518182
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,0,0,0,0,0,5.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,DPIE,0,0,0,0,0,5.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,5.4,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,no,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,5.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MASnI3,one-step,spin,no,DMF,Spiro-OMeTAD,"Li+2,6lutidiene",0,0,0,0,5.4,0,1,0,0,0,1,1,0,0,1.259715
cTiO2,mTiO2,MASnI3,one-step,spin,no,DMF,Spiro-OMeTAD,"Li+2,6lutidiene",0,0,0,0,5.4,0,1,0,0,0,1,1,0,0,1.259715
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,0,0,0,0,0,5.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,5.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,CsPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,5.5,1,0,0,0,1,0,1,0,0,1.686142745
TiO2,no,MAPbI3,one-step,spin,no,DMF,P3HT,0,0,0,0,Cl,5.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,GO,0,0,0,0,0,5.5,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF+GBL,PEDOT:PSS,0,0,0,0,0,5.5,0,1,0,0,1,0,1,0,0,1.530113848
3TPYMB,no,MAPbI3,two-step,CVD,no,na,PEDOT:PSS,polyTPD,0,0,0,0,5.5,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,no,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP+FK102,0,0,0,0,5.5,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,toluene,DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,5.6,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,two-step,vasp,no,DMF,no,0,0,0,0,0,5.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MASnI2Br,one-step,spin,no,DMF,Spiro-OMeTAD,"Li+2,6lutidiene",0,0,0,0,5.6,0,1,0,0,0,1,0.666666667,0.333333333,0,1.50945
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,PCBTDPP,0,0,0,0,0,5.6,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,0,5.7,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin2-3,no,GBL,PTAA,Li+TBP,0,0,0,0,5.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,no,0,0,0,0,0,5.7,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,5.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,5.7,0,1,0,0,1,0,1,0,0,1.530113848
C60,BCP,MAPbI3,one-step,spin,no,DMF,NiOx,0,0,0,0,0,5.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,5.8,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,5.8,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin2-3,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,5.8,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,5.8,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,CuI,0,0,0,0,Cl,5.8,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,diethylether,DMF+DMSO,no,0,0,0,0,Cl,5.9,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,FAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,5.9,0,0,1,0,1,0,1,0,0,1.50607803
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,0,0,0,0,0,5.9,0,1,0,0,1,0,1,0,0,1.530113848
graphene,mAl2O3,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,5.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbBr3,one-step,spin2-3,toluene,DMF+GBL,PTAA,Li+TBP,0,0,0,0,5.9,0,1,0,0,1,0,0,1,0,2.275418182
C60,BCP,FASnI3,one-step,spin,diethylether,DMF+DMSO,PEDOT:PSS,0,0,0,0,0,6,0,0,1,0,0,1,1,0,0,1.328415
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,CsPbI3,two-step,spin-dip,no,DMF,PTAA,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0,1.686142745
TiO2,no,MAPbI3,two-step,spin-dip,no,DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,CuI,0,0,0,0,0,6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbBr3,one-step,spin2-3,toluene,DMF+GBL,PF8-TAA,Li+TBP,0,0,0,0,6,0,1,0,0,1,0,0,1,0,2.275418182
cTiO2,mTiO2,MASnIBr2,one-step,spin,no,DMF,Spiro-OMeTAD,"Li+2,6lutidiene",0,0,0,0,6,0,1,0,0,0,1,0.333333333,0.666666667,0,1.77135
TiO2,no,MAPbI3,one-step,spin,no,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.1,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,(FAPbI3)0.83(MAPbBr3)0.17,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,0,6.1,0,0.17,0.83,0,1,0,0.83,0.17,0,1.654738961
PCBM,no,MAPbI3,two-step,spin-spin,no,DMF,PEDOT:PSS,0,0,0,0,0,6.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,P3HT,0,0,0,0,Cl,6.1,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,FAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.1,0,0,1,0,1,0,1,0,0,1.50607803
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,6.1,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,BCP,MAPbI3,one-step,spin,no,DMF,NiOx,0,0,0,0,0,6.1,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbBr3,one-step,spin2-3,toluene,DMSO+GBL,no,0,0,0,0,0,6.2,0,1,0,0,1,0,0,1,0,2.275418182
cTiO2,mTiO2,CsPbBr3,two-step,spin-dip,no,DMF,PTAA,0,0,0,0,0,6.2,1,0,0,0,1,0,0,1,0,2.263672727
TiO2-Ag,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,6.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,P3HT,0,0,0,0,0,6.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,0,0,0,0,0,6.2,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,GBL+DMF,PEDOT:PSS,0,0,0,0,0,6.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,TiO2,CsPbI3,one-step,PLD,no,no,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.3,1,0,0,0,1,0,1,0,0,1.686142745
TiO2,no,MAPbI3,one-step,spin,no,DMF,PTAA,Li+TBP,0,0,0,Cl,6.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.3,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,TS每CuPc,0,0,0,0,Cl,6.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.3,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,0,6.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,no,GBL,P3HT,Li+TBP,0,0,0,0,6.3,0,1,0,0,1,0,1,0,0,1.530113848
BCP,PCBM,MA0.6FA0.4PbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,NiOx/PTAA,0,0,0,0,0,6.35,0,0.6,0.4,0,1,0,1,0,0,1.584896475
BCP,C60,FASnI3,one-step,spin2-3,chlorobenzene,DMSO,PEDOT:PSS,0,0,0,0,0,6.4,0,0,1,0,0,1,1,0,0,1.328415
PCBM,BCP,MAPbI3,two-step,roll,no,DMF,PEDOT:PSS,0,0,0,0,0,6.4,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,PCBM,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.4,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.4,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin2-3,no,DMF,CuSCN,0,0,0,0,Cl,6.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,no,0,0,0,0,0,6.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MASnI3,one-step,spin,no,DMF,Spiro-OMeTAD,H+TBP,0,0,0,0,6.4,0,1,0,0,0,1,1,0,0,1.259715
cTiO2,mTiO2,MAPbI2.85Br0.15,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.5,0,1,0,0,1,0,0.95,0.05,0,1.572768015
ZnO,no,MAPbI3,one-step,spin,no,DMF+HP,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.5,0,1,0,0,1,0,1,0,0,1.530113848
no,mAl2O3,MAPbI3,one-step,spin,no,DMF+H3P,SWNT-PMMA,0,0,0,0,Cl,6.5,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,no,MAPbI3,one-step,spin,chlorobenzene,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.5,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,SP-no2,0,0,0,0,0,6.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,P3HT,0,0,0,0,0,6.5,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,mAl2O3,MAPbI3,one-step,spin,no,DMF,no,0,0,0,0,Cl,6.5,0,1,0,0,1,0,1,0,0,1.530113848
PNDI2OD+TT,ZnO,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,6.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.5,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,FAPbBr3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.5,0,0,1,0,1,0,0,1,0,2.238518182
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,P3HT,Li+TBP,0,0,0,0,6.5,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,P3DT,0,0,0,0,Cl,6.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbBr3,two-step,spin-dip,no,DMF,PTAA,0,0,0,0,0,6.6,0,1,0,0,1,0,0,1,0,2.275418182
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,CuInS2,0,0,0,0,0,6.6,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,ZnO-na0rod,MAPbI3,two-step,spin-dip,no,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,copolymerP,0,0,0,0,0,6.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,6.6,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin2-3,chlorobenzene,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,P3HT,Li+TBP,0,0,0,0,6.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,6.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,6.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbBr3,one-step,spin2-3,toluene,DMF+GBL,PIF8-TAA,Li+TBP,0,0,0,0,6.7,0,1,0,0,1,0,0,1,0,2.275418182
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,P3HT,0,0,0,0,Cl,6.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,no,GBL,P3HT,Li+TBP,0,0,0,0,6.7,0,1,0,0,1,0,1,0,0,1.530113848
BCP,C60,FASnI3,one-step,spin,chlorobenzene,DMSO,PEDOT:PSS,0,0,0,EDAI,0,6.8,0,0,1,0,0,1,1,0,0,1.328415
TiO2,no,MAPbI2.85Br0.15,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.8,0,1,0,0,1,0,0.95,0.05,0,1.572768015
cTiO2,mTiO2,FAPbBr3,two-step,spin-dip,no,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,6.8,0,0,1,0,1,0,0,1,0,2.238518182
TiO2,no,MAPbI3,two-step,vasp,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.8,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,chlorobenzene,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.8,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP+FK102,0,0,0,0,6.8,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,LiF,MAPbI3,one-step,spin,no,2methoxyethanol+CHP,GO,0,0,0,0,0,6.8,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,6.8,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI2Br,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.8,0,1,0,0,1,0,0.666666667,0.333333333,0,1.829682619
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,PCPDTBT,0,0,0,0,Cl,6.8,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,P3OT,0,0,0,0,Cl,6.9,0,1,0,0,1,0,1,0,0,1.530113848
IBF-Ep,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,6.9,0,1,0,0,1,0,1,0,0,1.530113848
graphene,mTiO2,MAPbI3,one-step,spin,no,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,6.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,GBL,no,0,0,0,0,0,6.9,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spray,no,DMF,no,0,0,0,0,0,6.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,6.9,0,1,0,0,1,0,1,0,0,1.530113848
