ETL,ETL-2,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,ETL_Passivator,HTL_Passivator,Additive,Use_Cl,Cs,MA,FA,Rb,Pb,Sn,I,Br,Bandgap,PCEbest
92,105,0,23,5,14,179,25,0,66,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.95,0.05,1.687234835,21.0925
59,105,0,23,5,64,113,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.7
133,87,0,35,5,14,179,25,0,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.50607803,20.19
119,105,0,35,20,14,179,34,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,10.77
51,13,0,35,32,49,138,0,15,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,18.192
133,87,0,35,5,14,179,34,0,0,6,0,0.08,0.12,0.8,0.0,1.0,0.0,0.87,0.13,1.603702906,20.59
133,87,0,35,5,14,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,17.77
6,13,0,35,5,14,138,0,0,0,52,0,0.1,0.0,0.85,0.05,1.0,0.0,0.9,0.1,1.568481429,18.913333333333334
133,53,0,23,20,14,179,34,0,45,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.7,0.0,1.664281494,20.28
53,105,0,23,30,64,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,10.3
53,8,1,33,30,18,138,0,0,0,1,1,0.05,0.076,0.874,0.0,1.0,0.0,0.92,0.08,1.563985714,21.85
92,50,1,33,30,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,9.2
10,8,0,0,30,85,113,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.259715,0.5
78,105,0,35,20,14,179,25,24,0,1,0,0.1,0.0,0.9,0.0,1.0,0.0,1.0,0.0,1.513616667,24.0125
0,105,0,23,30,2,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,15.2
78,105,0,35,5,14,181,34,0,0,1,0,0.0,0.15,0.85,0.0,1.0,0.0,0.85,0.15,1.627176705,22.1
92,105,0,23,32,75,92,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,7.5
78,105,0,35,25,14,179,34,0,0,9,1,0.0,0.02,0.98,0.0,1.0,0.0,0.98,0.02,1.515891667,23.97
133,87,1,29,30,2,179,38,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.9
92,105,0,23,5,14,179,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,17.9
133,87,0,23,29,14,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,15.7
53,105,0,35,30,2,121,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,15.6
133,53,0,23,20,14,179,34,0,45,1,1,0.0,0.3,0.7,0.0,1.0,0.0,1.0,0.0,1.557914886,22.52
92,105,0,23,5,14,179,25,0,65,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.95,0.05,1.687234835,20.17
78,105,0,23,5,14,179,25,10,0,1,1,0.049,0.0,0.931,0.02,1.0,0.0,0.97,0.01,1.535666667,20.926666666666666
138,83,0,23,30,32,171,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,6.5
92,105,0,23,30,31,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,19.1
53,8,1,29,30,2,83,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,10.4
133,100,0,23,30,14,179,34,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,20.2
6,13,0,35,5,14,238,0,0,0,1,0,0.05,0.095,0.855,0.0,1.0,0.0,0.9,0.1,1.597590558,17.6
133,53,0,23,20,14,92,0,0,0,1,1,0.0,0.05,0.95,0.0,1.0,0.0,0.95,0.05,1.51483,22.67
78,105,0,23,30,14,179,25,0,0,27,0,1.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.333333333,1.888929762,13.87
78,70,0,23,5,14,179,34,0,0,46,0,0.05,0.0,0.95,0.0,1.0,0.0,1.0,0.0,1.518583333,20.02
92,105,1,29,30,2,179,25,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.238518182,6.5
133,87,0,35,5,14,176,25,0,30,1,0,0.05,0.1,0.85,0.0,1.0,0.0,0.966666667,0.033333333,1.53883,23.02
133,93,1,30,30,14,179,0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.50607803,17.7
133,87,0,18,5,64,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,20.04
53,105,0,35,5,14,138,0,0,0,1,1,0.05,0.019,0.931,0.0,1.0,0.0,0.98,0.02,1.53205,22.44
54,105,0,5,30,13,113,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.3
132,105,0,23,5,14,179,34,0,0,1,1,0.05,0.14,0.81,0.0,1.0,0.0,0.85,0.15,1.597903852,18.18
6,13,0,35,32,14,83,0,0,0,35,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,20.4
78,105,0,35,5,14,179,25,0,0,1,0,0.17,0.0,0.83,0.0,1.0,0.0,0.6,0.4,1.695830952,17.5
53,105,0,23,30,2,30,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,10.1
78,105,0,35,5,14,179,25,0,0,87,1,0.05,0.15,0.8,0.0,1.0,0.0,0.83,0.17,1.609925422,19.13
16,105,0,23,30,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,20.43
78,105,0,35,25,14,180,25,0,0,1,1,0.0,0.08,0.92,0.0,1.0,0.0,1.0,0.0,1.526144697,21.1
92,105,0,35,30,63,138,25,0,0,1,0,0.0,0.15,0.85,0.0,1.0,0.0,0.85,0.15,1.627176705,18.3
92,105,0,23,9,64,179,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,17.9
6,13,0,35,5,14,138,0,0,0,1,0,0.1,0.0,0.85,0.05,1.0,0.0,0.9,0.1,1.568481429,18.02
133,61,0,35,32,64,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,18.2
78,105,0,35,25,14,180,25,0,56,1,1,0.0,0.08,0.92,0.0,1.0,0.0,1.0,0.0,1.526144697,22.616
133,87,0,23,30,75,92,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.275418182,0.8
6,105,0,23,30,2,113,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,15.0
53,105,0,23,30,85,119,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.2
92,40,1,34,30,2,179,25,0,0,1,0,0.1,0.0,0.9,0.0,1.0,0.0,1.0,0.0,1.513616667,16.8
133,87,0,23,30,35,179,34,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.275418182,1.4
92,105,0,35,5,63,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,15.75
53,8,0,23,30,75,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,3.5
133,87,0,23,5,2,179,34,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,15.75
133,87,1,29,30,2,179,25,0,0,1,0,0.0,0.6,0.4,0.0,1.0,0.0,1.0,0.0,1.584896475,14.9
49,105,0,35,5,14,100,0,0,0,1,0,0.15,0.35,0.35,0.15,1.0,0.0,1.0,0.0,1.56273928,21.67
78,105,0,35,5,14,179,25,0,22,1,0,0.025,0.05,0.925,0.0,1.0,0.0,1.0,0.0,1.529786364,19.63
6,13,0,23,20,14,92,0,0,0,1,0,0.05,0.1615,0.7885,0.0,1.0,0.0,0.83,0.17,1.629287024,14.2
78,41,0,23,30,38,179,25,0,0,1,0,0.17,0.0,0.83,0.0,1.0,0.0,0.6,0.4,1.695830952,16.9
119,87,1,29,30,2,237,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,1.8
92,105,1,38,30,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,10.253846153846155
99,105,0,35,30,75,138,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,5.0
107,105,0,23,30,2,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,19.3
127,105,0,23,32,64,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,1.0
119,105,0,23,5,14,92,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.4
10,8,0,12,30,63,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.3
133,88,0,35,30,75,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.1
78,105,0,35,4,14,179,25,0,0,1,0,0.17,0.0,0.83,0.0,1.0,0.0,0.83,0.17,1.606431765,19.7
133,87,0,35,30,64,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,8.5
92,105,0,35,5,14,179,34,0,0,1,1,0.15,0.06,0.79,0.0,1.0,0.0,0.7,0.3,1.737700476,18.52
53,8,0,35,32,64,83,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,9.5
78,105,0,23,5,14,179,25,0,0,1,1,0.0,0.0475,0.9025,0.05,1.0,0.0,0.95,0.05,1.52191,19.66
10,8,0,35,5,14,138,12,0,0,1,1,0.0,0.2,0.8,0.0,0.8,0.2,1.0,0.0,1.34979,17.07
78,105,0,23,5,14,179,25,6,0,1,1,0.049,0.0,0.931,0.02,1.0,0.0,0.97,0.01,1.535666667,20.9
133,53,0,35,30,14,179,34,0,0,43,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.686142745,12.536
92,105,0,35,2,63,92,25,0,0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.333333333,1.888929762,16.47
133,87,0,23,25,62,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,18.5
78,105,0,23,24,14,245,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,21.03
53,105,1,33,28,2,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,6.25
78,105,0,35,5,14,179,34,0,0,1,0,0.0,0.06,0.94,0.0,1.0,0.0,0.94,0.06,1.517405,18.32
133,87,0,23,5,14,179,27,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,19.27
133,87,0,23,5,14,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,17.316
10,105,0,23,30,2,113,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.3
119,5,1,33,30,2,92,21,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,10.5
51,105,0,35,5,14,138,0,29,0,1,0,0.05,0.095,0.855,0.0,1.0,0.0,0.9,0.1,1.597590558,17.44
137,87,0,35,5,14,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.9
123,105,0,23,30,39,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,9.6
92,83,0,23,30,2,179,16,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,15.0
119,105,0,23,30,85,113,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,10.5
133,61,1,33,30,14,179,34,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.4
133,87,0,35,5,14,175,0,0,0,1,0,0.0,0.15,0.85,0.0,1.0,0.0,0.85,0.15,1.627176705,15.66
53,105,0,23,30,2,199,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.1
92,105,0,23,10,64,179,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,18.1
92,105,0,35,32,63,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,7.3
119,105,0,23,30,2,54,25,0,0,1,0,0.0,0.6,0.4,0.0,1.0,0.0,1.0,0.0,1.584896475,12.9
78,105,0,23,5,14,179,25,0,0,1,1,0.049,0.0,0.931,0.02,1.0,0.0,0.97,0.01,1.535666667,20.72
133,87,1,0,30,85,179,25,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.50607803,15.6
133,53,0,23,20,14,92,0,0,0,91,1,0.0,0.05,0.95,0.0,1.0,0.0,0.95,0.05,1.51483,22.67
92,102,0,23,30,2,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,7.1
133,53,1,33,20,14,138,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.259715,7.13
66,17,0,35,5,14,138,0,0,0,1,1,0.05,0.019,0.931,0.0,1.0,0.0,0.98,0.02,1.53205,20.5
78,105,0,23,5,14,231,0,0,0,1,0,0.06,0.16,0.78,0.0,1.0,0.0,0.8,0.16,1.602876905,21.2
54,8,0,23,30,31,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.0
119,83,1,33,30,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.0
84,49,0,18,5,29,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,20.7
78,105,1,33,30,56,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,20.2
133,87,0,23,30,14,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.375
138,105,1,33,30,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,15.1
78,15,0,23,30,14,179,25,0,0,1,0,0.2,0.0,0.8,0.0,1.0,0.0,1.0,0.0,1.54280303,18.6
78,105,0,23,20,49,179,25,0,0,11,1,0.05,0.0,0.95,0.0,1.0,0.0,1.0,0.0,1.518583333,23.25
92,26,0,23,30,2,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,7.6
78,105,0,23,30,14,179,33,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.9
92,105,1,33,30,2,151,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,8.2
133,93,0,35,5,63,179,29,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,18.9
10,8,0,23,20,14,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.8
78,105,0,35,5,14,92,34,0,0,1,0,0.0,0.06,0.94,0.0,1.0,0.0,0.94,0.06,1.517405,13.98
78,13,0,35,32,14,179,25,27,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.14
133,87,1,29,30,85,179,33,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.7
13,105,0,23,20,14,179,25,0,0,1,0,0.0,0.7,0.3,0.0,1.0,0.0,1.0,0.0,1.5695796,11.8
78,70,0,23,5,14,179,34,0,0,15,0,0.05,0.0,0.95,0.0,1.0,0.0,1.0,0.0,1.518583333,9.0
133,87,1,33,30,14,138,25,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.50607803,20.1
133,87,1,29,30,14,40,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,9.9
53,105,0,23,5,2,56,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.3
10,8,0,35,5,14,138,12,0,26,1,1,0.0,0.2,0.8,0.0,0.8,0.2,1.0,0.0,1.34979,20.67
133,87,0,35,20,14,179,25,0,0,1,1,0.0,0.05,0.95,0.0,1.0,0.0,0.95,0.05,1.51483,21.3
133,87,0,23,30,74,179,25,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.966666667,0.033333333,1.277085,1.8
92,105,0,23,5,14,237,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,5.300000000000001
78,105,0,35,5,14,149,34,0,0,1,0,0.0,0.15,0.85,0.0,1.0,0.0,0.85,0.15,1.627176705,13.2
133,87,1,29,30,2,128,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,8.8
53,105,0,23,30,85,56,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,5.1
54,8,1,33,30,2,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.350000000000001
133,87,1,29,30,2,43,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,5.2
78,105,0,35,25,14,179,34,0,0,7,1,0.0,0.02,0.98,0.0,1.0,0.0,0.98,0.02,1.515891667,23.54
53,105,1,33,30,2,220,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,9.8
119,105,1,0,30,85,179,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,8.3
133,99,1,29,30,2,237,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.1
54,105,1,33,30,14,3,0,0,0,1,0,0.025,0.5,0.475,0.0,0.5,0.5,0.975,0.025,1.234413333,22.83
78,40,0,23,5,14,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,19.200000000000003
133,87,0,35,5,14,180,25,0,0,1,0,0.05,0.0475,0.9025,0.0,1.0,0.0,0.95,0.05,1.518863333,15.36
133,93,0,23,20,14,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.2
133,87,0,35,5,14,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,15.6
77,105,0,35,5,14,179,34,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.4
32,8,0,23,30,75,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,3.4
53,105,0,23,5,2,92,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.6
133,87,0,23,20,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.5
119,105,0,35,4,14,179,25,0,0,1,0,0.17,0.0,0.83,0.0,1.0,0.0,0.83,0.17,1.606431765,18.0
133,87,0,35,20,14,138,25,0,0,1,0,0.17,0.0,0.83,0.0,1.0,0.0,0.77,0.23,1.66715,16.45
33,8,0,23,30,2,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.2
133,87,0,35,30,75,179,34,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,10.4
133,101,0,35,5,14,237,0,0,0,1,0,0.2,0.25,0.55,0.0,1.0,0.0,1.0,0.0,1.564122727,9.56
92,105,0,23,22,14,179,25,0,18,1,1,0.05,0.1,0.85,0.0,1.0,0.0,1.0,0.0,1.539788882,22.52
119,40,1,29,30,14,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,19.1
133,93,1,30,30,14,179,0,0,0,1,0,0.0,0.4,0.6,0.0,1.0,0.0,1.0,0.0,1.571951249,19.3
133,87,1,36,30,63,179,34,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.0
92,105,0,35,30,2,40,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,6.4
78,105,0,23,20,14,179,25,0,0,68,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,19.09
133,53,0,23,20,14,179,34,0,45,1,1,0.0,0.2,0.8,0.0,1.0,0.0,1.0,0.0,1.547882158,21.74
53,105,1,33,30,2,78,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.1
92,83,0,23,30,2,237,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,6.5
78,105,0,35,30,63,179,34,0,0,1,0,0.13,0.0,0.87,0.0,1.0,0.0,0.666666667,0.333333333,1.718430952,17.2
78,105,0,23,5,86,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,20.51
133,87,0,23,30,2,101,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,5.6
49,105,0,35,5,14,100,0,0,0,1,0,0.25,0.25,0.25,0.25,1.0,0.0,1.0,0.0,1.561457347,21.05
133,87,0,23,20,19,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,17.2
37,105,0,0,30,85,113,58,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.266666666666666
78,105,0,23,5,14,179,25,17,0,1,1,0.0,0.0475,0.9025,0.05,1.0,0.0,0.95,0.05,1.52191,20.6025
39,105,1,33,30,14,179,25,0,0,1,1,0.0,0.16,0.84,0.0,1.0,0.0,0.92,0.0,1.577707413,19.21
96,87,0,35,5,14,179,25,0,0,1,0,0.05,0.1425,0.8075,0.0,1.0,0.0,0.85,0.15,1.61660067,19.17
133,87,0,35,5,14,237,0,0,0,1,0,0.0,0.15,0.85,0.0,1.0,0.0,0.85,0.15,1.627176705,8.5
78,105,0,23,30,63,180,34,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.333333333,1.888929762,13.4
78,105,0,23,5,14,179,25,0,0,1,0,0.0,0.17,0.83,0.0,1.0,0.0,0.876666667,0.123333333,1.626249351,15.2
82,105,1,33,30,14,179,39,0,24,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.50607803,17.4
10,8,0,23,30,2,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,2.1
53,105,0,35,5,51,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,15.3
119,105,1,33,30,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,9.316666666666666
92,105,0,35,5,75,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,9.0
53,105,0,23,30,76,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,6.2
49,105,0,23,5,14,100,57,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,15.37
138,87,1,29,30,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,6.0
133,87,0,35,5,18,179,34,0,0,4,0,0.08,0.12,0.8,0.0,1.0,0.0,0.87,0.13,1.603702906,19.97
133,87,0,23,30,2,179,16,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.259715,6.4
53,11,0,23,30,2,113,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.1
133,87,0,35,5,14,179,25,0,31,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.50607803,22.7
92,105,1,33,30,2,179,25,0,0,1,0,0.0,0.15,0.85,0.0,1.0,0.0,0.85,0.15,1.627176705,19.1
78,105,0,23,20,14,179,25,0,0,1,1,0.15,0.0,0.85,0.0,1.0,0.0,1.0,0.0,1.54605,18.95
133,87,0,35,5,14,179,25,0,0,61,0,0.05,0.075,0.875,0.0,1.0,0.0,0.875,0.075,1.583936608,20.71
46,87,1,29,30,2,179,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.3
2,13,0,35,25,14,62,0,0,0,1,0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.222046667,21.0
54,8,0,23,5,14,237,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.6
92,40,0,23,20,14,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.3
53,105,0,35,31,14,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.3
92,49,0,35,20,14,179,25,0,0,1,1,0.0,0.05,0.95,0.0,1.0,0.0,0.95,0.05,1.51483,18.1
133,54,0,35,30,75,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.9
53,8,1,33,30,9,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,8.9
78,105,0,23,30,80,180,25,0,10,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,21.72
133,64,0,23,30,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,4.3
6,13,0,23,5,14,138,0,0,0,86,1,0.05,0.0,0.95,0.0,1.0,0.0,1.0,0.0,1.518583333,23.59
53,18,0,23,32,71,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.8
133,53,0,23,5,14,179,25,0,0,1,0,0.1,0.0,0.9,0.0,1.0,0.0,0.9,0.1,1.589781429,19.0
53,105,0,23,5,14,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.0
133,87,0,35,5,14,179,34,0,0,1,0,0.0,0.15,0.85,0.0,1.0,0.0,0.85,0.15,1.627176705,20.6
6,35,0,35,5,14,113,0,0,0,1,0,0.025,0.5,0.475,0.0,0.5,0.5,1.0,0.0,1.22714,16.14
92,40,1,33,30,14,179,25,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.50607803,17.5
119,105,0,23,30,63,179,34,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.333333333,1.888929762,14.78
