ETL,ETL-2,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,ETL_Passivator,HTL_Passivator,Additive,Use_Cl,Cs,MA,FA,Rb,Pb,Sn,I,Br,Bandgap,PCEbest
53,105,0,35,30,2,113,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.75
92,40,1,33,30,14,179,25,0,0,1,0,0.2,0.0,0.8,0.0,1.0,0.0,1.0,0.0,1.54280303,17.5
53,4,0,23,30,2,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.8
53,8,1,29,30,2,83,53,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.7
133,87,1,33,30,18,18,0,0,0,1,1,0.0,0.1,0.9,0.0,1.0,0.0,1.0,0.0,1.52212803,18.2
53,8,0,23,30,2,113,58,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.0
92,105,1,11,30,85,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,7.3
92,105,1,33,30,14,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.65
53,105,0,23,30,14,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,8.5
92,105,0,35,5,14,179,25,0,0,1,0,0.08,0.0,0.92,0.0,1.0,0.0,1.0,0.0,1.530666667,20.76
92,105,0,35,5,14,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.5
53,43,0,35,5,64,113,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,17.9
133,87,1,33,30,2,179,34,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.15
119,105,0,23,30,2,54,13,0,0,1,0,0.0,0.6,0.4,0.0,1.0,0.0,1.0,0.0,1.584896475,14.7
53,21,0,23,30,2,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.3
133,53,0,35,20,14,138,0,0,0,1,1,0.0,0.05,0.95,0.0,1.0,0.0,1.0,0.0,1.51345303,20.0
78,105,0,35,20,14,179,34,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.9
53,105,0,23,5,14,92,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.2
79,105,0,23,5,14,179,25,0,0,1,0,0.1,0.15,0.75,0.0,1.0,0.0,0.883333333,0.116666667,1.593777024,20.2
133,87,0,23,30,2,34,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,5.0
53,8,0,23,5,2,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,7.5
133,87,1,29,30,2,68,34,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.0
93,87,1,29,30,2,237,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,6.2
133,87,0,23,30,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.666666667,0.333333333,1.829682619,6.8
78,105,0,23,30,14,179,25,0,0,1,0,0.052,0.948,0.0,0.0,1.0,0.0,0.948,0.052,1.572068657,18.54
133,61,0,23,30,75,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.425
78,105,1,33,30,87,148,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.333333333,1.888929762,17.8
53,105,0,35,5,14,237,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,1.2
92,83,0,23,30,32,172,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.6
133,87,0,23,30,2,179,22,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.169409091,4.5
138,105,1,33,30,2,113,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.9
133,87,0,23,5,14,179,25,0,7,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,20.156666666666666
133,87,0,35,15,14,179,34,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,18.3
49,105,0,35,5,14,100,0,0,0,1,0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.586252613,17.15
92,105,0,23,5,64,179,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,17.7
78,105,0,35,25,14,179,25,0,0,79,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,20.55
78,105,0,23,5,14,179,25,0,0,1,0,0.1,0.0,0.9,0.0,1.0,0.0,1.0,0.0,1.513616667,22.71
133,87,1,29,30,2,56,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,5.5
133,87,1,33,30,18,17,0,0,0,1,1,0.0,0.1,0.9,0.0,1.0,0.0,1.0,0.0,1.52212803,23.5
15,40,0,35,5,14,138,0,0,0,1,1,0.05,0.019,0.931,0.0,1.0,0.0,0.98,0.02,1.53205,22.75
133,87,0,35,5,14,176,42,0,0,1,0,0.05,0.3,0.65,0.0,1.0,0.0,0.65,0.35,1.700609524,17.76
53,105,0,23,30,14,83,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.8
10,8,0,23,5,2,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.3
92,105,1,29,30,2,179,25,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.50607803,12.2
133,87,0,23,5,2,0,0,0,0,96,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,9.7075
6,40,0,35,5,14,138,0,0,0,55,0,0.05,0.0,0.95,0.0,1.0,0.0,1.0,0.0,1.518583333,22.09
133,87,0,23,20,19,179,25,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.50607803,10.7
92,105,1,0,30,85,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.7
78,105,0,35,20,14,179,25,0,50,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.50607803,22.0
92,49,0,35,20,14,179,25,0,0,67,1,0.0,0.05,0.95,0.0,1.0,0.0,0.95,0.05,1.51483,15.8
119,105,1,29,30,2,179,33,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,5.5
92,105,0,23,30,52,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,17.1
133,87,0,35,5,14,176,41,0,0,1,0,0.05,0.3,0.65,0.0,1.0,0.0,0.65,0.35,1.700609524,20.55
53,8,1,21,30,2,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,9.5
133,87,0,23,5,85,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.8
133,87,0,23,30,1,145,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,8.7
141,105,0,23,5,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.149999999999999
92,46,1,29,30,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,17.2
92,83,0,23,30,2,179,18,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.1
133,87,0,23,20,19,179,25,0,0,1,0,0.05,0.1,0.85,0.0,1.0,0.0,0.9,0.1,1.597490558,18.8
92,105,0,23,30,37,179,48,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.4
78,105,0,35,5,14,179,25,0,0,1,1,0.05,0.15,0.8,0.0,1.0,0.0,0.83,0.17,1.609925422,18.05
53,105,0,23,30,85,26,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,10.2
92,105,0,35,32,64,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.2
133,87,1,33,30,2,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,8.4
78,105,0,35,5,14,179,25,0,0,1,1,0.04,0.1536,0.8064,0.0,1.0,0.0,0.84,0.16,1.600371672,19.7
133,87,1,29,32,2,237,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.8
6,13,0,35,5,14,138,0,0,0,66,1,0.05,0.019,0.931,0.0,1.0,0.0,0.98,0.02,1.53205,20.96
6,13,0,35,25,14,113,0,0,51,1,0,0.2,0.0,0.8,0.0,0.5,0.5,1.0,0.0,1.233833333,21.24
92,105,0,35,5,14,179,34,0,0,1,0,0.0,0.15,0.85,0.0,1.0,0.0,0.85,0.15,1.627176705,9.8
78,105,0,23,19,14,179,25,0,0,1,0,0.1,0.0,0.9,0.0,1.0,0.0,0.933333333,0.066666667,1.519446667,20.13
53,105,0,23,8,2,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,8.1
133,87,0,23,30,2,179,22,0,0,1,0,0.0,1.0,0.0,0.0,0.75,0.25,1.0,0.0,1.33,7.4
133,92,0,23,30,75,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,10.2
92,105,0,23,20,14,179,25,0,72,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,19.79
45,105,0,35,26,14,179,25,0,0,1,1,0.05,0.1425,0.8075,0.0,1.0,0.0,0.85,0.15,1.61660067,18.49
92,13,0,23,30,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.6
53,105,0,23,5,2,113,15,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.1
92,105,0,23,5,2,179,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.3
92,105,1,33,30,2,92,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,7.1
133,87,1,29,30,2,68,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,7.3
57,105,1,33,30,2,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,10.7
53,105,0,23,5,20,83,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.0
133,93,0,23,33,14,214,34,0,0,1,0,0.1,0.135,0.765,0.0,1.0,0.0,0.85,0.15,1.606233361,17.1
133,87,0,35,5,14,179,25,0,23,1,0,0.0,0.13,0.87,0.0,1.0,0.0,0.87,0.13,1.613063247,16.33
69,70,0,23,30,2,113,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,7.7
92,105,1,29,30,2,237,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,3.4
92,105,0,35,5,49,179,25,0,0,1,0,0.0,0.15,0.85,0.0,1.0,0.0,1.0,0.0,1.548303579,20.0
78,105,0,35,5,14,179,25,0,0,1,0,0.0,0.15,0.85,0.0,1.0,0.0,0.85,0.15,1.627176705,16.35
2,13,0,35,25,14,113,0,0,0,1,0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.222046667,18.9
133,53,0,23,20,14,179,34,0,45,1,1,0.0,0.1,0.9,0.0,1.0,0.0,0.9,0.0,1.581831169,20.3
78,105,0,23,5,14,179,25,0,0,1,1,0.0,0.27,0.73,0.0,1.0,0.0,0.88,0.02,1.623706494,20.6
53,75,0,35,5,14,113,4,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.7
133,53,0,35,2,14,179,25,0,18,1,1,0.0,0.05,0.95,0.0,1.0,0.0,0.95,0.05,1.51483,21.89
133,87,1,29,30,2,161,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,7.0
49,105,0,35,5,14,100,0,0,0,1,0,0.1,0.4,0.4,0.1,1.0,0.0,1.0,0.0,1.57192767,20.6
78,105,0,35,5,14,179,25,0,5,1,0,0.025,0.05,0.925,0.0,1.0,0.0,1.0,0.0,1.529786364,21.13
133,87,1,29,30,2,236,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.4
78,105,0,35,32,64,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.9
133,87,0,23,30,1,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,10.3
92,105,0,23,30,36,179,48,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.7
53,105,0,23,30,2,113,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,9.891428571428571
92,28,0,35,30,14,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,17.6
133,87,1,29,30,2,92,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.799999999999999
133,87,0,35,16,14,229,0,0,0,1,0,0.0,0.15,0.85,0.0,1.0,0.0,0.85,0.15,1.627176705,14.5
119,74,1,29,30,14,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,5.449999999999999
92,105,0,23,30,2,179,33,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.85
133,87,0,35,5,14,176,42,0,0,1,0,0.05,0.075,0.875,0.0,1.0,0.0,0.925,0.075,1.527985714,19.56
82,105,1,33,30,14,179,25,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.50607803,16.69
78,13,0,35,5,14,82,0,0,0,1,0,0.17,0.0,0.83,0.0,1.0,0.0,0.94,0.06,1.540843333,16.5
78,105,0,35,25,14,179,25,0,0,1,0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.586252613,16.56
53,105,0,23,30,2,113,20,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.6
12,105,0,35,30,2,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,18.3
53,105,1,0,30,85,113,58,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.4
92,105,1,33,30,2,179,25,0,0,1,1,0.0,0.15,0.85,0.0,1.0,0.0,0.85,0.0725,1.6107898,19.2
92,45,0,23,32,63,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.7
133,87,0,23,30,75,138,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.0
10,8,0,23,32,14,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.9
119,105,0,2,30,85,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,7.7
133,93,0,23,33,14,209,34,0,0,1,0,0.1,0.135,0.765,0.0,1.0,0.0,0.85,0.15,1.606233361,18.9
78,105,0,35,20,14,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.2
115,105,0,35,5,14,179,25,0,0,1,0,0.05,0.1425,0.8075,0.0,1.0,0.0,0.85,0.15,1.61660067,21.3
67,40,0,35,5,14,138,0,0,0,1,1,0.05,0.019,0.931,0.0,1.0,0.0,0.98,0.02,1.53205,23.8
53,105,0,23,5,14,239,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.328415,7.34
53,105,0,35,5,14,83,0,0,0,1,0,0.05,0.095,0.855,0.0,1.0,0.0,0.9,0.1,1.597590558,19.76
6,13,0,15,30,86,234,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.4
54,105,0,23,5,28,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.05
133,61,1,33,30,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,10.92
133,87,0,23,5,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.839999999999998
133,87,0,35,5,14,179,25,0,0,48,0,0.05,0.1,0.85,0.0,1.0,0.0,0.97,0.03,1.541113333,19.363333333333333
78,105,0,23,30,14,179,25,0,0,1,0,0.104,0.896,0.0,0.0,1.0,0.0,0.896,0.104,1.693486501,15.77
10,8,0,23,20,14,113,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.328415,6.0
133,87,1,33,30,2,40,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,7.2
133,87,0,35,32,14,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.9
92,105,0,35,5,14,179,25,0,21,1,1,0.08,0.0,0.92,0.0,1.0,0.0,1.0,0.0,1.530666667,21.54
133,87,0,23,30,2,28,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,4.0
3,40,1,33,30,2,83,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,15.15
133,87,0,35,5,14,176,43,0,0,1,0,0.05,0.1,0.85,0.0,1.0,0.0,0.9,0.1,1.597490558,19.73
54,8,0,36,30,2,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,10.2
92,105,0,23,30,2,138,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,9.9
53,105,0,23,20,14,83,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.4
139,105,0,23,5,14,179,34,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.23
133,87,0,23,30,2,179,34,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,15.8
6,13,0,35,32,14,138,0,0,69,1,0,0.05,0.14,0.81,0.0,1.0,0.0,0.85,0.15,1.597903852,20.1
119,12,0,23,30,2,179,21,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,15.7
133,87,1,29,30,2,179,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,8.08
53,105,0,23,30,2,199,0,0,0,1,0,0.0,0.17,0.83,0.0,1.0,0.0,0.83,0.17,1.654738961,13.1
92,49,0,23,5,63,96,0,0,0,75,0,1.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.333333333,1.888929762,16.4
78,105,0,35,5,14,179,25,0,0,1,1,0.05,0.15,0.8,0.0,1.0,0.0,0.83,0.17,1.609925422,17.85
53,105,1,29,30,2,113,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,8.9
92,105,0,23,30,14,179,25,0,65,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.95,0.05,1.687234835,21.35
133,87,1,29,30,2,87,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.0
78,105,1,33,30,14,180,25,0,63,1,1,0.0,0.25,0.75,0.0,1.0,0.0,1.0,0.0,1.557914886,21.552500000000002
53,13,0,23,32,14,113,0,0,0,1,0,0.0125,0.5,0.4875,0.0,0.5,0.5,1.0,0.0,1.22714,18.45
78,105,1,33,30,2,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,18.0
10,8,0,23,5,2,113,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,14.4
133,87,1,29,30,2,10,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.686142745,4.9
92,105,1,38,30,2,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.275418182,3.5
133,87,0,35,5,14,179,25,0,0,1,0,0.05,0.1,0.85,0.0,1.0,0.0,0.97,0.03,1.541113333,20.07
92,84,0,23,30,86,179,25,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,16.2
78,105,0,23,30,49,179,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,19.7
54,105,1,33,30,14,113,0,0,0,1,0,0.025,0.5,0.475,0.0,0.5,0.5,0.975,0.025,1.234413333,20.84
78,105,0,35,25,14,179,34,0,0,8,1,0.0,0.02,0.98,0.0,1.0,0.0,0.98,0.02,1.515891667,24.5
92,105,1,33,5,14,227,0,0,0,1,0,0.0,0.15,0.85,0.0,1.0,0.0,0.85,0.15,1.627176705,12.82
133,87,0,23,30,75,23,0,0,0,16,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.5
51,105,0,35,5,14,138,0,30,0,1,0,0.05,0.095,0.855,0.0,1.0,0.0,0.9,0.1,1.597590558,10.17
10,8,0,0,30,85,77,44,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,13.7
133,87,1,29,30,2,92,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,8.675
53,10,1,0,30,85,113,58,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,12.9
78,105,0,35,5,14,179,34,0,0,93,1,0.0,0.15,0.85,0.0,1.0,0.0,0.85,0.0,1.603662527,20.33
92,105,0,23,5,85,95,25,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,11.4
137,87,0,35,12,14,179,25,0,0,85,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.530113848,18.48
